date,code,conc,type,stock_cord,stock_usd,flow_cord,flow_usd
2020-06-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1018098,29756.2,0,0
2018-03-01,imi,Impuesto selectivo municipal (ISC-IMI),ejecutado,37843547.37,1221589,37843547.37,1221589
2018-06-01,imi,Impuesto selectivo municipal (ISC-IMI),ejecutado,74963992.55,2390739,37120445.18,1183839
2018-09-01,imi,Impuesto selectivo municipal (ISC-IMI),ejecutado,105739393.02,3331228,30775400.47,969552
2018-12-01,imi,Impuesto selectivo municipal (ISC-IMI),ejecutado,131038192.58,4077786,25298799.560000002,787275
2019-03-01,imi,Impuesto selectivo municipal (ISC-IMI),ejecutado,34642647.15,1065013,34642647.15,1065013
2019-06-01,imi,Impuesto selectivo municipal (ISC-IMI),ejecutado,66622695,2023542,31980047.85,971335
2019-09-01,imi,Impuesto selectivo municipal (ISC-IMI),ejecutado,95202231.47,2856441,28579536.47,857499
2019-12-01,imi,Impuesto selectivo municipal (ISC-IMI),ejecutado,127188499.71,3773609,31986268.239999995,949014
2020-03-01,imi,Impuesto selectivo municipal (ISC-IMI),ejecutado,34918758.36,1028108,34918758.36,1028108
2020-06-01,imi,Impuesto selectivo municipal (ISC-IMI),ejecutado,74456648.73,2176165,39537890.370000005,1155585
2005-03-01,inftr,Multas por infracciones de tránsito,ejecutado,0,0,0,0
2005-06-01,inftr,Multas por infracciones de tránsito,ejecutado,0,0,0,0
2005-09-01,inftr,Multas por infracciones de tránsito,ejecutado,0,0,0,0
2005-12-01,inftr,Multas por infracciones de tránsito,ejecutado,524756.78,30793,524756.78,30792.5
2006-03-01,inftr,Multas por infracciones de tránsito,ejecutado,3804438.43,220544,3804438.43,220544.1
2006-06-01,inftr,Multas por infracciones de tránsito,ejecutado,7558448.25,432896,3754009.82,215003.9
2006-09-01,inftr,Multas por infracciones de tránsito,ejecutado,10147161.49,574095,2588713.24,146461.4
2006-12-01,inftr,Multas por infracciones de tránsito,ejecutado,10387012.91,580482,239851.41999999993,13404.2
2007-03-01,inftr,Multas por infracciones de tránsito,ejecutado,317863.4,17549,317863.4,17549.1
2007-06-01,inftr,Multas por infracciones de tránsito,ejecutado,538984.83,29399,221121.42999999993,12061.3
2007-09-01,inftr,Multas por infracciones de tránsito,ejecutado,704819.46,37978,165834.63,8935.6
2007-12-01,inftr,Multas por infracciones de tránsito,ejecutado,877859.46,46723,173040,9209.9
2008-03-01,inftr,Multas por infracciones de tránsito,ejecutado,208980.19,10988,208980.19,10987.8
2008-06-01,inftr,Multas por infracciones de tránsito,ejecutado,379350.6,19705,170370.40999999997,8849.7
2008-09-01,inftr,Multas por infracciones de tránsito,ejecutado,752098.74,38593,372748.14,19127.3
2008-12-01,inftr,Multas por infracciones de tránsito,ejecutado,1047247.99,53084,295149.25,14960.8
2009-03-01,inftr,Multas por infracciones de tránsito,ejecutado,266355.44,13338,266355.44,13338.2
2009-06-01,inftr,Multas por infracciones de tránsito,ejecutado,562205.73,27815,295850.29,14637.1
2009-09-01,inftr,Multas por infracciones de tránsito,ejecutado,926667.89,45289,364462.16000000003,17812.4
2009-12-01,inftr,Multas por infracciones de tránsito,ejecutado,1184255.02,57171,257587.13,12435.2
2010-03-01,inftr,Multas por infracciones de tránsito,ejecutado,328245.36,15655,328245.36,15654.8
2010-06-01,inftr,Multas por infracciones de tránsito,ejecutado,659537.44,31077,331292.07999999996,15610.1
2010-09-01,inftr,Multas por infracciones de tránsito,ejecutado,1024390.82,47681,364853.38,16982.5
2010-12-01,inftr,Multas por infracciones de tránsito,ejecutado,1455096.37,66901,430705.55000000016,19802.6
2011-03-01,inftr,Multas por infracciones de tránsito,ejecutado,3939522.87,178938,3939522.87,178937.8
2011-06-01,inftr,Multas por infracciones de tránsito,ejecutado,13824212.44,620362,9884689.57,443575.5
2011-09-01,inftr,Multas por infracciones de tránsito,ejecutado,20898516.98,926420,7074304.540000001,313600.3
2011-12-01,inftr,Multas por infracciones de tránsito,ejecutado,29240659.67,1280380,8342142.690000001,365282.9
2012-03-01,inftr,Multas por infracciones de tránsito,ejecutado,7635928,330300,7635928,330300.4
2012-06-01,inftr,Multas por infracciones de tránsito,ejecutado,24595842,1051092,16959914,724773.9
2012-09-01,inftr,Multas por infracciones de tránsito,ejecutado,38052201,1606428,13456359,568079.4
2012-12-01,inftr,Multas por infracciones de tránsito,ejecutado,54926844,2290551,16874643,703703.7
2013-03-01,inftr,Multas por infracciones de tránsito,ejecutado,15697650,646717,15697650,646717.1
2013-06-01,inftr,Multas por infracciones de tránsito,ejecutado,37341105.53,1519893,21643455.53,880952.6
2013-09-01,inftr,Multas por infracciones de tránsito,ejecutado,57580261.53,2315195,20239156,813778.9
2013-12-01,inftr,Multas por infracciones de tránsito,ejecutado,81273813.53,3227927,23693552,941029.6
2014-03-01,inftr,Multas por infracciones de tránsito,ejecutado,24230070,950703,24230070,950703.3
2014-06-01,inftr,Multas por infracciones de tránsito,ejecutado,51066572,1979581,26836502,1040309.4
2014-09-01,inftr,Multas por infracciones de tránsito,ejecutado,81059528,3104051,29992956,1148534.5
2014-12-01,inftr,Multas por infracciones de tránsito,ejecutado,122503205.49,4633736,41443677.489999995,1567624.9
2015-03-01,inftr,Multas por infracciones de tránsito,ejecutado,52832454,1974249,52832454,1974249.1
2015-06-01,inftr,Multas por infracciones de tránsito,ejecutado,94324554.37,3482347,41492100.370000005,1531837.4
2015-09-01,inftr,Multas por infracciones de tránsito,ejecutado,132980060.37,4849780,38655506,1409765.4
2015-12-01,inftr,Multas por infracciones de tránsito,ejecutado,177284880.37,6386548,44304820,1596046.2
2016-03-01,inftr,Multas por infracciones de tránsito,ejecutado,50218490,1787120,50218490,1787120.3
2016-06-01,inftr,Multas por infracciones de tránsito,ejecutado,92358318,3247115,42139828,1481543.6
2016-09-01,inftr,Multas por infracciones de tránsito,ejecutado,139556600,4847019,47198282,1639270.1
2016-12-01,inftr,Multas por infracciones de tránsito,ejecutado,193533822,6639799,53977222,1851861.9
2017-03-01,inftr,Multas por infracciones de tránsito,ejecutado,53693612,1819890,53693612,1819890.2
2017-06-01,inftr,Multas por infracciones de tránsito,ejecutado,129190930,4326142,75497318,2528135
2017-09-01,inftr,Multas por infracciones de tránsito,ejecutado,198274694,6558795,69083764,2285245
2017-12-01,inftr,Multas por infracciones de tránsito,ejecutado,280151406,9153955,81876712,2675323.8
2018-03-01,inftr,Multas por infracción de tránsito,ejecutado,71360964,2303530,71360964,2303530.4
2018-06-01,inftr,Multas por infracción de tránsito,ejecutado,107456362,3426980,36095398,1151148.3
2018-09-01,inftr,Multas por infracción de tránsito,ejecutado,129813888,4089674,22357526,704354.4
2018-12-01,inftr,Multas por infracción de tránsito,ejecutado,186675868,5809179,56861980,1769491.7
2019-03-01,inftr,Multas por infracción de tránsito,ejecutado,54113976,1663617,54113976,1663617.2
2019-06-01,inftr,Multas por infracción de tránsito,ejecutado,107311118,3259379,53197142,1615765.9
2019-09-01,inftr,Multas por infracción de tránsito,ejecutado,164394430.4,4932480,57083312.400000006,1712723.9
2019-12-01,inftr,Multas por infracción de tránsito,ejecutado,227967234,6763655,63572803.599999994,1886168.2
2020-03-01,inftr,Multas por infracción de tránsito,ejecutado,60548006,1782707,60548006,1782707
2020-06-01,inftr,Multas por infracción de tránsito,ejecutado,116214784,3396642,55666778,1626988.3
2005-03-01,intdep,Intereses obtenidos por depósitos,ejecutado,12597726.45,766807,12597726.45,766807.26
2005-06-01,intdep,Intereses obtenidos por depósitos,ejecutado,21575540.9,1297484,8977814.45,539897.08
2005-09-01,intdep,Intereses obtenidos por depósitos,ejecutado,32231467.09,1914563,10655926.190000001,632966.62
2005-12-01,intdep,Intereses obtenidos por depósitos,ejecutado,42145579.72,2473088,9914112.629999999,581756.71
2006-03-01,intdep,Intereses obtenidos por depósitos,ejecutado,8693698.82,503976,8693698.82,503975.63
2006-06-01,intdep,Intereses obtenidos por depósitos,ejecutado,26050961.53,1492020,17357262.71,994104.77
2006-09-01,intdep,Intereses obtenidos por depósitos,ejecutado,46522449.62,2632096,20471488.089999996,1158213.37
2006-12-01,intdep,Intereses obtenidos por depósitos,ejecutado,68413625.48,3823319,21891175.860000007,1223396.02
2007-03-01,intdep,Intereses obtenidos por depósitos,ejecutado,19050868.64,1051793,19050868.64,1051793.15
2007-06-01,intdep,Intereses obtenidos por depósitos,ejecutado,54606629.53,2978565,35555760.89,1939419.13
2007-09-01,intdep,Intereses obtenidos por depósitos,ejecutado,96872859.24,5219777,42266229.70999999,2277421.09
2007-12-01,intdep,Intereses obtenidos por depósitos,ejecutado,137878867.81,7338489,41006008.57000001,2182511.02
2008-03-01,intdep,Intereses obtenidos por depósitos,ejecutado,6287210,330569,6287210,330569.22
2008-06-01,intdep,Intereses obtenidos por depósitos,ejecutado,13813818.45,717546,7526608.449999999,390962.76
2008-09-01,intdep,Intereses obtenidos por depósitos,ejecutado,16475829.22,845446,2662010.7700000014,136599.35
2008-12-01,intdep,Intereses obtenidos por depósitos,ejecutado,94898754.85,4810308,78422925.63,3975167.51
2009-03-01,intdep,Intereses obtenidos por depósitos,ejecutado,866232.86,43378,866232.86,43378.2
2009-06-01,intdep,Intereses obtenidos por depósitos,ejecutado,1204795.75,59607,338562.89,16750.3
2009-09-01,intdep,Intereses obtenidos por depósitos,ejecutado,7704594.55,376549,6499798.8,317666.28
2009-12-01,intdep,Intereses obtenidos por depósitos,ejecutado,11299195.34,545479,3594600.79,173532.55
2010-03-01,intdep,Intereses obtenidos por depósitos,ejecutado,3448512.92,164467,3448512.92,164467.28
2010-06-01,intdep,Intereses obtenidos por depósitos,ejecutado,7003244.73,329984,3554731.8100000005,167494.52
2010-09-01,intdep,Intereses obtenidos por depósitos,ejecutado,11295201.6,525746,4291956.869999999,199773.25
2010-12-01,intdep,Intereses obtenidos por depósitos,ejecutado,15763669.31,724767,4468467.710000001,205446.99
2011-03-01,intdep,Intereses obtenidos por depósitos,ejecutado,3835460.96,174211,3835460.96,174211.14
2011-06-01,intdep,Intereses obtenidos por depósitos,ejecutado,7236924.11,324757,3401463.1500000004,152640.69
2011-09-01,intdep,Intereses obtenidos por depósitos,ejecutado,11516416.05,510517,4279491.94,189707.67
2011-12-01,intdep,Intereses obtenidos por depósitos,ejecutado,16715166.45,731918,5198750.3999999985,227641.11
2012-03-01,intdep,Intereses obtenidos por depósitos,ejecutado,4631095.79,200323,4631095.79,200323.11
2012-06-01,intdep,Intereses obtenidos por depósitos,ejecutado,9518564.03,406771,4887468.239999999,208863.64
2012-09-01,intdep,Intereses obtenidos por depósitos,ejecutado,16407252.28,692656,6888688.25,290815.83
2012-12-01,intdep,Intereses obtenidos por depósitos,ejecutado,22672421.45,945482,6265169.17,261269.1
2013-03-01,intdep,Intereses obtenidos por depósitos,ejecutado,4998406.04,205926,4998406.04,205926.03
2013-06-01,intdep,Intereses obtenidos por depósitos,ejecutado,10629773.19,432663,5631367.149999999,229213.3
2013-09-01,intdep,Intereses obtenidos por depósitos,ejecutado,17288703.88,695147,6658930.6899999995,267743.24
2013-12-01,intdep,Intereses obtenidos por depósitos,ejecutado,23560117.4,935730,6271413.52,249079.83
2014-03-01,intdep,Intereses obtenidos por depósitos,ejecutado,4828353,189448,4828353,189447.7
2014-06-01,intdep,Intereses obtenidos por depósitos,ejecutado,9652771.49,374187,4824418.49,187017.21
2014-09-01,intdep,Intereses obtenidos por depósitos,ejecutado,15933898.04,610164,6281126.549999999,240526.17
2014-12-01,intdep,Intereses obtenidos por depósitos,ejecutado,22158553.93,838157,6224655.890000001,235450.28
2015-03-01,intdep,Intereses obtenidos por depósitos,ejecutado,5039022.82,188299,5039022.82,188298.77
2015-06-01,intdep,Intereses obtenidos por depósitos,ejecutado,11379654.84,420123,6340632.02,234088.35
2015-09-01,intdep,Intereses obtenidos por depósitos,ejecutado,19247457.86,701954,7867803.02,286938.59
2015-12-01,intdep,Intereses obtenidos por depósitos,ejecutado,26911542.56,969467,7664084.699999999,276092.61
2016-03-01,intdep,Intereses obtenidos por depósitos,ejecutado,6487153.81,230858,6487153.81,230857.68
2016-06-01,intdep,Intereses obtenidos por depósitos,ejecutado,15955858.69,560973,9468704.879999999,332898.82
2016-09-01,intdep,Intereses obtenidos por depósitos,ejecutado,28777915.87,999502,12822057.180000002,445330.09
2016-12-01,intdep,Intereses obtenidos por depósitos,ejecutado,41438898.33,1421694,12660982.459999997,434375.64
2017-03-01,intdep,Intereses obtenidos por depósitos,ejecutado,11231729.04,380688,11231729.04,380688
2017-06-01,intdep,Intereses obtenidos por depósitos,ejecutado,26686003.57,893619,15454274.530000001,517508.35
2017-09-01,intdep,Intereses obtenidos por depósitos,ejecutado,49777904.94,1646620,23091901.369999997,763864.75
2017-12-01,intdep,Intereses obtenidos por depósitos,ejecutado,72393280.8,2365452,22615375.86,738958.03
2018-03-01,intdep,Intereses por depósitos,ejecutado,0,0,0,0
2018-06-01,intdep,Intereses por depósitos,ejecutado,43395251,1383954,43395251,1383953.95
2018-09-01,intdep,Intereses por depósitos,ejecutado,74345936.71,2342204,30950685.709999993,975074.47
2018-12-01,intdep,Intereses por depósitos,ejecutado,98176367.25,3055157,23830430.540000007,741580.75
2019-03-01,intdep,Intereses por depósitos,ejecutado,10505007.25,322954,10505007.25,322953.73
2019-06-01,intdep,Intereses por depósitos,ejecutado,10649643.48,323463,144636.23000000045,4393.06
2019-09-01,intdep,Intereses por depósitos,ejecutado,55090664.44,1652937,44441020.95999999,1333405.45
2019-12-01,intdep,Intereses por depósitos,ejecutado,54141384.51,1606343,-949279.9299999997,-28164.58
2020-03-01,intdep,Intereses por depósitos,ejecutado,7368311.54,216944,7368311.54,216944.23
2020-06-01,intdep,Intereses por depósitos,ejecutado,14599890.61,426715,7231579.069999999,211359.36
2005-03-01,intpres,Intereses obtenidos por préstamos,ejecutado,1773308.02,107939,1773308.02,107939
2005-06-01,intpres,Intereses obtenidos por préstamos,ejecutado,15174935.51,912572,13401627.49,805931.1
2005-09-01,intpres,Intereses obtenidos por préstamos,ejecutado,21920354.13,1302079,6745418.619999999,400680.8
2005-12-01,intpres,Intereses obtenidos por préstamos,ejecutado,25494915.01,1496033,3574560.8800000027,209754
2006-03-01,intpres,Intereses obtenidos por préstamos,ejecutado,9018620.8,522811,9018620.8,522811.4
2006-06-01,intpres,Intereses obtenidos por préstamos,ejecutado,9018620.8,516525,0,0
2006-09-01,intpres,Intereses obtenidos por préstamos,ejecutado,20855716.67,1179952,11837095.870000001,669706.2
2006-12-01,intpres,Intereses obtenidos por préstamos,ejecutado,27953959.26,1562217,7098242.59,396687.8
2007-03-01,intpres,Intereses obtenidos por préstamos,ejecutado,1668119.91,92096,1668119.91,92096.4
2007-06-01,intpres,Intereses obtenidos por préstamos,ejecutado,1668119.91,90989,0,0
2007-09-01,intpres,Intereses obtenidos por préstamos,ejecutado,11332788.56,610642,9664668.65,520759
2007-12-01,intpres,Intereses obtenidos por préstamos,ejecutado,13049279.5,694537,1716490.9399999995,91358.8
2008-03-01,intpres,Intereses obtenidos por préstamos,ejecutado,1945436.1,102287,1945436.1,102287.2
2008-06-01,intpres,Intereses obtenidos por préstamos,ejecutado,3703855.45,192393,1758419.35,91339.5
2008-09-01,intpres,Intereses obtenidos por préstamos,ejecutado,11854276.04,608294,8150420.589999999,418233.5
2008-12-01,intpres,Intereses obtenidos por préstamos,ejecutado,13735863.04,696255,1881587,95375.5
2009-03-01,intpres,Intereses obtenidos por préstamos,ejecutado,1669504.42,83604,1669504.42,83603.5
2009-06-01,intpres,Intereses obtenidos por préstamos,ejecutado,6249612.94,309198,4580108.5200000005,226599.5
2009-09-01,intpres,Intereses obtenidos por préstamos,ejecutado,12716662.85,621505,6467049.909999999,316065.7
2009-12-01,intpres,Intereses obtenidos por préstamos,ejecutado,13516274.17,652510,799611.3200000003,38601.9
2010-03-01,intpres,Intereses obtenidos por préstamos,ejecutado,4158492.12,198328,4158492.12,198327.8
2010-06-01,intpres,Intereses obtenidos por préstamos,ejecutado,6076555.88,286320,1918063.7599999998,90376.8
2010-09-01,intpres,Intereses obtenidos por préstamos,ejecutado,15939618.47,741925,9863062.59,459085.7
2010-12-01,intpres,Intereses obtenidos por préstamos,ejecutado,18212869.32,837374,2273250.8499999996,104517.4
2011-03-01,intpres,Intereses obtenidos por préstamos,ejecutado,9553402.49,433927,9553402.49,433926.8
2011-06-01,intpres,Intereses obtenidos por préstamos,ejecutado,11414944.7,512246,1861542.209999999,83536.7
2011-09-01,intpres,Intereses obtenidos por préstamos,ejecutado,11414944.7,506019,0,0
2011-12-01,intpres,Intereses obtenidos por préstamos,ejecutado,18300214.58,801324,6885269.879999999,301489.9
2012-03-01,intpres,Intereses obtenidos por préstamos,ejecutado,17008206.78,735709,17008206.78,735708.6
2012-06-01,intpres,Intereses obtenidos por préstamos,ejecutado,38111324.87,1628669,21103118.089999996,901831.8
2012-09-01,intpres,Intereses obtenidos por préstamos,ejecutado,65969029.1,2784977,27857704.230000004,1176052.8
2012-12-01,intpres,Intereses obtenidos por préstamos,ejecutado,87294298.37,3640333,21325269.270000003,889303
2013-03-01,intpres,Intereses obtenidos por préstamos,ejecutado,7597154.27,312990,7597154.27,312990.1
2013-06-01,intpres,Intereses obtenidos por préstamos,ejecutado,22649345.49,921895,15052191.219999999,612668.7
2013-09-01,intpres,Intereses obtenidos por préstamos,ejecutado,49292009.72,1981940,26642664.23,1071252.1
2013-12-01,intpres,Intereses obtenidos por préstamos,ejecutado,84546600.38,3357912,35254590.66,1400195.9
2014-03-01,intpres,Intereses obtenidos por préstamos,ejecutado,21242796.16,833493,21242796.16,833493.1
2014-06-01,intpres,Intereses obtenidos por préstamos,ejecutado,51886181.72,2011353,30643385.56,1187882.1
2014-09-01,intpres,Intereses obtenidos por préstamos,ejecutado,75870348.62,2905339,23984166.900000006,918437.1
2014-12-01,intpres,Intereses obtenidos por préstamos,ejecutado,97948283.98,3704936,22077935.36,835107.4
2015-03-01,intpres,Intereses obtenidos por préstamos,ejecutado,33368362.32,1246913,33368362.32,1246912.7
2015-06-01,intpres,Intereses obtenidos por préstamos,ejecutado,65941316.57,2434472,32572954.25,1202553.5
2015-09-01,intpres,Intereses obtenidos por préstamos,ejecutado,120113529.98,4380538,54172213.410000004,1975659.3
2015-12-01,intpres,Intereses obtenidos por préstamos,ejecutado,169986405.77,6123626,49872875.79000001,1796631
2016-03-01,intpres,Intereses obtenidos por préstamos,ejecutado,26431957.23,940631,26431957.23,940631.4
2016-06-01,intpres,Intereses obtenidos por préstamos,ejecutado,85599236.43,3009481,59167279.2,2080191.3
2016-09-01,intpres,Intereses obtenidos por préstamos,ejecutado,105394757.03,3660525,19795520.599999994,687529.4
2016-12-01,intpres,Intereses obtenidos por préstamos,ejecutado,169178452.95,5804210,63783695.91999999,2188304.4
2017-03-01,intpres,Intereses obtenidos por préstamos,ejecutado,28664611.94,971558,28664611.94,971557.8
2017-06-01,intpres,Intereses obtenidos por préstamos,ejecutado,85679751.33,2869108,57015139.39,1909233
2017-09-01,intpres,Intereses obtenidos por préstamos,ejecutado,96711922.74,3199166,11032171.409999996,364936.9
2017-12-01,intpres,Intereses obtenidos por préstamos,ejecutado,142074570.03,4642290,45362647.29000001,1482225.7
2018-03-01,intpres,Intereses por préstamos,ejecutado,0,0,0,0
2018-06-01,intpres,Intereses por préstamos,ejecutado,43748711.6,1395226,43748711.6,1395226.5
2018-09-01,intpres,Intereses por préstamos,ejecutado,53376706.29,1681587,9627994.689999998,303321.6
2018-12-01,intpres,Intereses por préstamos,ejecutado,85077333.79,2647527,31700627.500000007,986493.9
2019-03-01,intpres,Intereses por préstamos,ejecutado,15829822.44,486654,15829822.44,486653.7
2019-06-01,intpres,Intereses por préstamos,ejecutado,41211238.91,1251716,25381416.47,770914.1
2019-09-01,intpres,Intereses por préstamos,ejecutado,41663679.93,1250074,452441.0200000033,13575
2019-12-01,intpres,Intereses por préstamos,ejecutado,89671992.09,2660516,48008312.160000004,1424378.7
2020-03-01,intpres,Intereses por préstamos,ejecutado,0,0,0,0
2020-06-01,intpres,Intereses por préstamos,ejecutado,13145719.6,384214,13145719.6,384213.6
2005-03-01,ir,IR,ejecutado,1126263736.54,68554212,1126263736.54,68554212
2005-06-01,ir,IR,ejecutado,1935580520.92,116399629,809316784.3800001,48669726
2005-09-01,ir,IR,ejecutado,3013575293.21,179007674,1077994772.29,64033355
2005-12-01,ir,IR,ejecutado,3902282405.52,228984587,888707112.31,52149027
2006-03-01,ir,IR,ejecutado,1374409517.76,79674821,1374409517.76,79674821
2006-06-01,ir,IR,ejecutado,2340207605.63,134031016,965798087.8700001,55314280
2006-09-01,ir,IR,ejecutado,3644937810.3,206219289,1304730204.67,73817593
2006-12-01,ir,IR,ejecutado,4780186918.89,267142419,1135249108.5900002,63443794
2007-03-01,ir,IR,ejecutado,1728304996.96,95419237,1728304996.96,95419237
2007-06-01,ir,IR,ejecutado,2871051298.32,156603928,1142746301.3600001,62332066
2007-09-01,ir,IR,ejecutado,4397119745.15,236928945,1526068446.8299994,82228779
2007-12-01,ir,IR,ejecutado,5752242055.73,306158343,1355122310.58,72125268
2008-03-01,ir,IR,ejecutado,2127262582.57,111847310,2127262582.57,111847310
2008-06-01,ir,IR,ejecutado,3668390106.87,190551155,1541127524.3,80052454
2008-09-01,ir,IR,ejecutado,5325859816.64,273293020,1657469709.7700005,85051976
2008-12-01,ir,IR,ejecutado,7003350236.81,354991734,1677490420.17,85030052
2009-03-01,ir,IR,ejecutado,2567815871.58,128588105,2567815871.58,128588105
2009-06-01,ir,IR,ejecutado,4249932851.51,210264169,1682116979.9300003,83222239
2009-09-01,ir,IR,ejecutado,6116268596.15,298921915,1866335744.6399994,91213891
2009-12-01,ir,IR,ejecutado,7839672610.21,378467169,1723404014.0600004,83198862
2010-03-01,ir,IR,ejecutado,2812499887.39,134134402,2812499887.39,134134402
2010-06-01,ir,IR,ejecutado,4543814002.6,214098838,1731314115.2100005,81577358
2010-09-01,ir,IR,ejecutado,6712941506.32,312460297,2169127503.7199993,100964119
2010-12-01,ir,IR,ejecutado,8480859950.5,389924966,1767918444.1800003,81283684
2011-03-01,ir,IR,ejecutado,3700615946.65,168086323,3700615946.65,168086323
2011-06-01,ir,IR,ejecutado,6015820208.1,269959979,2315204261.4500003,103894809
2011-09-01,ir,IR,ejecutado,8918422646.83,395349068,2902602438.7299995,128670866
2011-12-01,ir,IR,ejecutado,11334936059.4,496330317,2416513412.5699997,105813466
2012-03-01,ir,IR,ejecutado,4384829769.28,189670602,4384829769.28,189670602
2012-06-01,ir,IR,ejecutado,7036066513.78,300682974,2651236744.5,113299348
2012-09-01,ir,IR,ejecutado,9929632247.07,419193630,2893565733.29,122156017
2012-12-01,ir,IR,ejecutado,13346486369.87,556573081,3416854122.800001,142489115
2013-03-01,ir,IR,ejecutado,4795450523.1,197564595,4795450523.1,197564595
2013-06-01,ir,IR,ejecutado,8429935951.58,343123321,3634485428.4799995,147934304
2013-09-01,ir,IR,ejecutado,11484630501.4,461775672,3054694549.8199997,122823597
2013-12-01,ir,IR,ejecutado,14832230369.44,589087205,3347599868.040001,132955611
2014-03-01,ir,IR,ejecutado,6615444994.4,259566950,6615444994.4,259566950
2014-06-01,ir,IR,ejecutado,10395447464.77,402976568,3780002470.370001,146530722
2014-09-01,ir,IR,ejecutado,13802478353.9,528544876,3407030889.129999,130467056
2014-12-01,ir,IR,ejecutado,17658436017.88,667937922,3855957663.9800014,145853254
2015-03-01,ir,IR,ejecutado,7596690194.81,283873973,7596690194.81,283873973
2015-06-01,ir,IR,ejecutado,11830729161.13,436775995,4234038966.3199987,156315520
2015-09-01,ir,IR,ejecutado,16680045700.16,608320865,4849316539.030001,176854457
2015-12-01,ir,IR,ejecutado,20799947318.63,749301699,4119901618.470001,148416207
2016-03-01,ir,IR,ejecutado,8947043745.04,318397531,8947043745.04,318397531
2016-06-01,ir,IR,ejecutado,14426389490.26,507200102,5479345745.219999,192641736
2016-09-01,ir,IR,ejecutado,19577582470.23,679960042,5151192979.969999,178908984
2016-12-01,ir,IR,ejecutado,24307028201.57,833930624,4729445731.34,162258816
2017-03-01,ir,IR,ejecutado,9697721327.31,328694372,9697721327.31,328694372
2017-06-01,ir,IR,ejecutado,16529206981.02,553503992,6831485653.710001,228762008
2017-09-01,ir,IR,ejecutado,22327822786.96,738589543,5798615805.939999,191814358
2017-12-01,ir,IR,ejecutado,27866514239.85,910539117,5538691452.889999,180976895
2018-03-01,ir,IR,ejecutado,11678356607.31,376977106,11678356607.31,376977106
2018-06-01,ir,IR,ejecutado,18190380288.8,580124509,6512023681.49,207680350
2018-09-01,ir,IR,ejecutado,23537718410.59,741535377,5347338121.790001,168463244
2018-12-01,ir,IR,ejecutado,29257689114.47,910471968,5719970703.880001,178000148
2019-03-01,ir,IR,ejecutado,10161162544.97,312382965,10161162544.97,312382965
2019-06-01,ir,IR,ejecutado,18886453577.99,573641480,8725291033.020002,265014755
2019-09-01,ir,IR,ejecutado,26064189150.54,782028205,7177735572.549999,215360303
2019-12-01,ir,IR,ejecutado,33035807900.46,980153231,6971618749.919998,206843879
2020-03-01,ir,IR,ejecutado,10820896668.01,318598234,10820896668.01,318598234
2020-06-01,ir,IR,ejecutado,17667632154.11,516376758,6846735486.1,200111426
2018-03-01,isc01,Azúcar,ejecutado,12084677.63,390093,12084677.63,390093
2018-06-01,isc01,Azúcar,ejecutado,36185133.12,1154010,24100455.489999995,768608
2018-09-01,isc01,Azúcar,ejecutado,34052798.83,1072804,-2132334.289999999,-67177
2018-12-01,isc01,Azúcar,ejecutado,36085297.51,1122941,2032498.6799999997,63249
2019-03-01,isc01,Azúcar,ejecutado,-18808116.81,-578215,-18808116.81,-578215
2019-06-01,isc01,Azúcar,ejecutado,-5878932.02,-178562,12929184.79,392700
2019-09-01,isc01,Azúcar,ejecutado,-5507264.36,-165240,371667.6599999992,11151
2019-12-01,isc01,Azúcar,ejecutado,4632688.45,137449,10139952.81,300847
2020-03-01,isc01,Azúcar,ejecutado,13721314.78,403995,13721314.78,403995
2020-06-01,isc01,Azúcar,ejecutado,24463381.86,714998,10742067.08,313961
2005-03-01,isc02,Cigarrillos,ejecutado,37999930.6,2313006.447,37999930.6,2313006.44721
2005-06-01,isc02,Cigarrillos,ejecutado,71334105.36,4289805.204,33334174.759999998,2004610.77686
2005-09-01,isc02,Cigarrillos,ejecutado,104718229.28,6220308.041,33384123.92,1983031.37749
2005-12-01,isc02,Cigarrillos,ejecutado,142993959.55,8390836.278,38275730.27000001,2246006.66438
2006-03-01,isc02,Cigarrillos,ejecutado,36745831.38,2130163.898,36745831.38,2130163.89804
2006-06-01,isc02,Cigarrillos,ejecutado,72839276.38,4171733.388,36093444.99999999,2067184.58885
2006-09-01,isc02,Cigarrillos,ejecutado,105608723.72,5975014.399,32769447.340000004,1853993.80672
2006-12-01,isc02,Cigarrillos,ejecutado,139245977.21,7781810.171,33637253.49000001,1879829.68398
2007-03-01,isc02,Cigarrillos,ejecutado,36976750.27,2041476.073,36976750.27,2041476.07257
2007-06-01,isc02,Cigarrillos,ejecutado,79035057.61,4311034.237,42058307.339999996,2294106.03817
2007-09-01,isc02,Cigarrillos,ejecutado,119431175.46,6435281.296,40396117.849999994,2176654.3001
2007-12-01,isc02,Cigarrillos,ejecutado,158451853.8,8433469.346,39020678.34000002,2076843.44958
2008-03-01,isc02,Cigarrillos,ejecutado,44038086.98,2315436.565,44038086.98,2315436.56486
2008-06-01,isc02,Cigarrillos,ejecutado,80684606.59,4191087.777,36646519.61000001,1903569.79964
2008-09-01,isc02,Cigarrillos,ejecutado,131087900.46,6726690.049,50403293.86999999,2586412.12596
