date,code,conc,type,cord,usd
2012-01-01,pes01,Derechos de vigencia sector pesca,actualizado,7308077,304760.28
2013-01-01,pes01,Derechos de vigencia sector pesca,actualizado,9389208.33,372908.35
2014-01-01,pes01,Derechos de vigencia sector pesca,actualizado,10274176.84,388625.15
2015-01-01,pes01,Derechos de vigencia sector pesca,actualizado,14263396,513827.59
2016-01-01,pes01,Derechos de vigencia sector pesca,actualizado,10680197,366418.44
2017-01-01,pes01,Derechos de vigencia sector pesca,actualizado,16634263,543525
2018-01-01,pes01,Derechos de vigencia sector pesca y acuicultura,actualizado,20747358.39,645638.42
2019-01-01,pes01,Derechos de vigencia sector pesca y acuicultura,actualizado,32503348.93,964355.48
2020-01-01,pes01,Derechos de vigencia sector pesca y acuicultura,actualizado,34783213,1016618.56
2005-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,actualizado,8148000,478121.83
2006-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,actualizado,4501687,251578.35
2007-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,actualizado,6194677,329706.58
2008-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,actualizado,10478370,531136.47
2009-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,actualizado,5696630.26,275009.89
2010-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,actualizado,12618816.47,580176.02
2011-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,actualizado,4321842,189243.34
2012-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,actualizado,5313135.31,221567.54
2013-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,actualizado,7597247.42,301737.58
2014-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,actualizado,7960000,301090.42
2015-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,actualizado,5910698,212928.23
2016-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,actualizado,8778316.97,301168.34
2017-01-01,pes02,Derecho por aprovechamiento a los recursos pesqueros,actualizado,33864245,1106515.13
2018-01-01,pes02,Derechos de aprovechamiento sector pesca,actualizado,33546637.68,1043940.04
2019-01-01,pes02,Derechos de aprovechamiento sector pesca,actualizado,27363402.09,811856.25
2020-01-01,pes02,Derechos de aprovechamiento sector pesca,actualizado,25145028,734920.67
2018-01-01,recd,Certificado de antecedentes policiales y penales,actualizado,22366154,696013.83
2019-01-01,recd,Certificado de antecedentes policiales y penales,actualizado,21836030,647862.326
2020-01-01,recd,Certificado de antecedentes policiales y penales,actualizado,24807967,725069.293
2005-01-01,tcap,Transferencias de capital,actualizado,0,0
2006-01-01,tcap,Transferencias de capital,actualizado,0,0
2007-01-01,tcap,Transferencias de capital,actualizado,0,0
2008-01-01,tcap,Transferencias de capital,actualizado,0,0
2009-01-01,tcap,Transferencias de capital,actualizado,0,0
2010-01-01,tcap,Transferencias de capital,actualizado,0,0
2011-01-01,tcap,Transferencias de capital,actualizado,0,0
2012-01-01,tcap,Transferencias de capital,actualizado,0,0
2013-01-01,tcap,Transferencias de capital,actualizado,0,0
2014-01-01,tcap,Transferencias de capital,actualizado,0,0
2015-01-01,tcap,Transferencias de capital,actualizado,0,0
2016-01-01,tcap,Transferencias de capital,actualizado,0,0
2017-01-01,tcap,Transferencias de capital,actualizado,0,0
2018-01-01,tcap,Transferencias y donaciones de capital,actualizado,0,0
2019-01-01,tcap,Transferencias y donaciones de capital,actualizado,0,0
2020-01-01,tcap,Transferencias y donaciones de capital,actualizado,0,0
2005-01-01,tcomb,Derivados del petróleo,actualizado,1797298963,105464884
2006-01-01,tcomb,Derivados del petróleo,actualizado,1882268720,105191246
2007-01-01,tcomb,Derivados del petróleo,actualizado,2078752465,110639887
2008-01-01,tcomb,Derivados del petróleo,actualizado,2098592846,106375247
2009-01-01,tcomb,Derivados del petróleo,actualizado,2070810621,99970225
2010-01-01,tcomb,Derivados del petróleo,actualizado,2583800000,118795515
2011-01-01,tcomb,Derivados del petróleo,actualizado,2595600064,113655251
2012-01-01,tcomb,Derivados del petróleo,actualizado,3020676028,125967758
2013-01-01,tcomb,Derivados del petróleo,actualizado,3400154600,135042911
2014-01-01,tcomb,Derivados del petróleo,actualizado,3877440000,146665832
2015-01-01,tcomb,Derivados del petróleo,actualizado,4341852572,156411815
2016-01-01,tcomb,Derivados del petróleo,actualizado,5029252555,172544652
2017-01-01,tcomb,Derivados del petróleo,actualizado,5513273226,180146354
2018-01-01,tcomb,Impuesto conglobado a los combustibles,actualizado,5375289449,167273989
2019-01-01,tcomb,Impuesto conglobado a los combustibles,actualizado,5696906417,169023904
2020-01-01,tcomb,Impuesto conglobado a los combustibles,actualizado,5863479658,171373537
2005-01-01,tcorr,Transferencias corrientes,actualizado,117073000,6869803.303
2006-01-01,tcorr,Transferencias corrientes,actualizado,142255000,7949970.463
2007-01-01,tcorr,Transferencias corrientes,actualizado,104044000,5537656.162
2008-01-01,tcorr,Transferencias corrientes,actualizado,125000000,6336105.609
2009-01-01,tcorr,Transferencias corrientes,actualizado,125000000,6034486.197
2010-01-01,tcorr,Transferencias corrientes,actualizado,125400013,5765523.314
2011-01-01,tcorr,Transferencias corrientes,actualizado,60132004,2633039.696
2012-01-01,tcorr,Transferencias corrientes,actualizado,68100000,2839895.519
2013-01-01,tcorr,Transferencias corrientes,actualizado,54000000,2144701.657
2014-01-01,tcorr,Transferencias corrientes,actualizado,45000000,1702144.315
2015-01-01,tcorr,Transferencias corrientes,actualizado,50000000,1801210.57
2016-01-01,tcorr,Transferencias corrientes,actualizado,50000000,1715410.491
2017-01-01,tcorr,Transferencias corrientes,actualizado,55000000,1797126.508
2018-01-01,tcorr,"Transferencias, subsidios y donaciones corrientes",actualizado,206933950.26,6439591.321
2019-01-01,tcorr,"Transferencias, subsidios y donaciones corrientes",actualizado,222500000,6601445.759
2020-01-01,tcorr,"Transferencias, subsidios y donaciones corrientes",actualizado,248250000,7255671.216
2018-01-01,tur01,Tarjeta de turismo,actualizado,41461845,1290253.9
2019-01-01,tur01,Tarjeta de turismo,actualizado,43173578,1280935
2020-01-01,tur01,Tarjeta de turismo,actualizado,43548772,1272812
2018-01-01,tur02,Derecho de terminal aérea,actualizado,39632646,1233330.94
2019-01-01,tur02,Derecho de terminal aérea,actualizado,38239618,1134547.25
2020-01-01,tur02,Derecho de terminal aérea,actualizado,41627502,1216658.48
2018-01-01,tur03,Despacho migratorio,actualizado,36583981,1138459.3
2019-01-01,tur03,Despacho migratorio,actualizado,41165462,1221355.3
2020-01-01,tur03,Despacho migratorio,actualizado,38425387,1123069.4
2018-01-01,tur04,Prórroga de estancia,actualizado,7316796,227691.86
2019-01-01,tur04,Prórroga de estancia,actualizado,20006255,593573.97
2020-01-01,tur04,Prórroga de estancia,actualizado,7685077,224613.86
2018-01-01,veh,Registro de la propiedad vehicular,actualizado,68353551.68,2127098.7
2019-01-01,veh,Registro de la propiedad vehicular,actualizado,133479825.13,3960268.9
2020-01-01,veh,Registro de la propiedad vehicular,actualizado,124233413,3631004.2
2005-01-01,a,Ingresos totales,ejecutado,14708097044.01,863066067
2006-01-01,a,Ingresos totales,ejecutado,17513936559.2,978772474
2007-01-01,a,Ingresos totales,ejecutado,20585208897.4,1095630780
2008-01-01,a,Ingresos totales,ejecutado,23475765326.41,1189959427
2009-01-01,a,Ingresos totales,ejecutado,23776473034.11,1147830387
2010-01-01,a,Ingresos totales,ejecutado,27736125935.03,1275225392
2011-01-01,a,Ingresos totales,ejecutado,34946213464.24,1530212885
2012-01-01,a,Ingresos totales,ejecutado,40729495224.12,1698495022
2013-01-01,a,Ingresos totales,ejecutado,44041173647.3,1749169964
2014-01-01,a,Ingresos totales,ejecutado,50687272583.87,1917267842
2015-01-01,a,Ingresos totales,ejecutado,58170512449.18,2095546838
2016-01-01,a,Ingresos totales,ejecutado,66101760713.52,2267833076
2017-01-01,a,Ingresos totales,ejecutado,73851560525.29,2413101766
2018-01-01,a,Ingresos totales,ejecutado,69712481365.27,2169387331
2019-01-01,a,Ingresos totales,ejecutado,79271603553.58,2351942432
2005-01-01,a01,Ingresos tributarios,ejecutado,13645868301.02,800734850
2006-01-01,a01,Ingresos tributarios,ejecutado,16201227875.36,905411290
2007-01-01,a01,Ingresos tributarios,ejecutado,18926379325.22,1007340943
2008-01-01,a01,Ingresos tributarios,ejecutado,21674519141.4,1098656338
2009-01-01,a01,Ingresos tributarios,ejecutado,22033821098.81,1063702314
2010-01-01,a01,Ingresos tributarios,ejecutado,25530003215.72,1173794366
2011-01-01,a01,Ingresos tributarios,ejecutado,31751686410.38,1390332023
2012-01-01,a01,Ingresos tributarios,ejecutado,37124213033.87,1548148109
2013-01-01,a01,Ingresos tributarios,ejecutado,40680905266.34,1615711202
2014-01-01,a01,Ingresos tributarios,ejecutado,47162796443.45,1783953019
2015-01-01,a01,Ingresos tributarios,ejecutado,54127920035.76,1949915634
2016-01-01,a01,Ingresos tributarios,ejecutado,61403343570.12,2106638795
2017-01-01,a01,Ingresos tributarios,ejecutado,68614348404.23,2241975716
2018-01-01,a01,Impuestos,ejecutado,64522742222.77,2007887494
2019-01-01,a01,Impuestos,ejecutado,73278356182.93,2174126263
2005-01-01,dai,DAI,ejecutado,837390226.11,49137770
2006-01-01,dai,DAI,ejecutado,887529667.14,49599906
2007-01-01,dai,DAI,ejecutado,1003872989.43,53430313
2008-01-01,dai,DAI,ejecutado,1093388823.51,55422616
2009-01-01,dai,DAI,ejecutado,870329484.52,42015930
2010-01-01,dai,DAI,ejecutado,1094254610.56,50310605
2011-01-01,dai,DAI,ejecutado,1399764829.98,61292425
2012-01-01,dai,DAI,ejecutado,1660949441.59,69264653
2013-01-01,dai,DAI,ejecutado,1717368528.87,68208206
2014-01-01,dai,DAI,ejecutado,1827832404.54,69138545
2015-01-01,dai,DAI,ejecutado,2155126303.44,77636726
2016-01-01,dai,DAI,ejecutado,2508652357.05,86067371
2017-01-01,dai,DAI,ejecutado,2623449659.76,85721290
2018-01-01,dai,DAI,ejecutado,1970928256.52,61333447
2019-01-01,dai,DAI,ejecutado,1988480819.16,58997071
2005-01-01,difcam,Utilidad por diferencia de cambios,ejecutado,63202848.98,3708721.402
2006-01-01,difcam,Utilidad por diferencia de cambios,ejecutado,66365819.38,3708877.043
2007-01-01,difcam,Utilidad por diferencia de cambios,ejecutado,78143203.32,4159107.603
2008-01-01,difcam,Utilidad por diferencia de cambios,ejecutado,79198387.88,4014474.797
2009-01-01,difcam,Utilidad por diferencia de cambios,ejecutado,63628526.55,3071723.721
2010-01-01,difcam,Utilidad por diferencia de cambios,ejecutado,112380706.75,5166933.952
2011-01-01,difcam,Utilidad por diferencia de cambios,ejecutado,125962864.71,5515618.988
2012-01-01,difcam,Utilidad por diferencia de cambios,ejecutado,162602587.57,6780827.603
2013-01-01,difcam,Utilidad por diferencia de cambios,ejecutado,174076758.66,6913753.938
2014-01-01,difcam,Utilidad por diferencia de cambios,ejecutado,171404661.09,6483454.878
2015-01-01,difcam,Utilidad por diferencia de cambios,ejecutado,202559662.29,7297052.096
2016-01-01,difcam,Utilidad por diferencia de cambios,ejecutado,220277178.53,7557315.659
2017-01-01,difcam,Utilidad por diferencia de cambios,ejecutado,252352688.73,8245631.025
2018-01-01,difcam,Utilidad por diferencia de cambios y mantenimiento de valor,ejecutado,214586713.83,6677738.178
2019-01-01,difcam,Utilidad por diferencia de cambios y mantenimiento de valor,ejecutado,103550947.08,3072296.451
2018-01-01,emgas,Certificado de emisión de gases,ejecutado,13723200,427053.2
2019-01-01,emgas,Certificado de emisión de gases,ejecutado,16545120,490884.1
2005-01-01,fomav,FOMAV,ejecutado,0,0
2006-01-01,fomav,FOMAV,ejecutado,178646904.81,9983745
2007-01-01,fomav,FOMAV,ejecutado,282319382.7,15026216
2008-01-01,fomav,FOMAV,ejecutado,439632858.86,22284482
2009-01-01,fomav,FOMAV,ejecutado,614170124.57,29649609
2010-01-01,fomav,FOMAV,ejecutado,697687670.66,32077625
2011-01-01,fomav,FOMAV,ejecutado,772270363.75,33815911
2012-01-01,fomav,FOMAV,ejecutado,832942258.12,34735227
2013-01-01,fomav,FOMAV,ejecutado,995148178.22,39523999
2014-01-01,fomav,FOMAV,ejecutado,1021170063.64,38626196
2015-01-01,fomav,FOMAV,ejecutado,1200844244.89,43259467
2016-01-01,fomav,FOMAV,ejecutado,1354463289.92,46469211
2017-01-01,fomav,FOMAV,ejecutado,1483163153.56,48462397
2018-01-01,fomav,FOMAV,ejecutado,1457022597.49,45341183
2019-01-01,fomav,FOMAV,ejecutado,1552526934.29,46062572
2005-01-01,for01,Derechos de vigencia sector forestal,ejecutado,490779.72,28798.78487
2006-01-01,for01,Derechos de vigencia sector forestal,ejecutado,169023.08,9445.91398
2007-01-01,for01,Derechos de vigencia sector forestal,ejecutado,128546.09,6841.75971
2008-01-01,for01,Derechos de vigencia sector forestal,ejecutado,750752.77,38054.7907
2009-01-01,for01,Derechos de vigencia sector forestal,ejecutado,233056.36,11251.0031
2010-01-01,for01,Derechos de vigencia sector forestal,ejecutado,175693.52,8077.87066
2011-01-01,for01,Derechos de vigencia sector forestal,ejecutado,296601.76,12987.49678
2012-01-01,for01,Derechos de vigencia sector forestal,ejecutado,171270.58,7142.29886
2013-01-01,for01,Derechos de vigencia sector forestal,ejecutado,255500.29,10147.62769
2014-01-01,for01,Derechos de vigencia sector forestal,ejecutado,317728.24,12018.20706
2015-01-01,for01,Derechos de vigencia sector forestal,ejecutado,481706.52,17353.09751
2016-01-01,for01,Derechos de vigencia sector forestal,ejecutado,186698.13,6405.27862
2017-01-01,for01,Derechos de vigencia sector forestal,ejecutado,298303.95,9747.08975
2018-01-01,for01,Derechos de vigencia forestal,ejecutado,58835.95,1830.91983
2019-01-01,for01,Derechos de vigencia forestal,ejecutado,324084,9615.38403
2005-01-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,24202614.06,1420201.05
2006-01-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,11701110,653920.63
2007-01-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,5747362.07,305898.61
2008-01-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,8756516.64,443857.71
2009-01-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,14319336.56,691278.71
2010-01-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,24038667.52,1105227.14
2011-01-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,58228386.34,2549684.74
2012-01-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,45128930.88,1881959.6
2013-01-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,48388471.72,1921830.29
2014-01-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,51505135.14,1948203.84
2015-01-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,35684227.72,1285496.16
2016-01-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,14446559.04,495635.58
2017-01-01,for02,Derecho de aprovechamiento sector forestal,ejecutado,22232855.64,726459.17
2018-01-01,for02,Derechos de aprovechamiento forestal,ejecutado,18284269.16,568989.38
2019-01-01,for02,Derechos de aprovechamiento forestal,ejecutado,26345946.75,781668.94
2005-01-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0
2006-01-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,710172,39688.210773
2007-01-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,4536.97,241.47649
2008-01-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,642317.9,32558.352392
2009-01-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,4413114.08,213047.007997
2010-01-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,1735.31,79.784444
2011-01-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0
2012-01-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,6099.2,254.347882
2013-01-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,1175.69,46.694524
2014-01-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0
2015-01-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,202.93,7.310393
2016-01-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,0,0
2017-01-01,geo01,Derecho superficial de recursos geotérmicos,ejecutado,345261.15,11281.417545
2018-01-01,geo01,Derecho de superficie de explotación de recursos geotérmicos,ejecutado,0,0
2019-01-01,geo01,Derecho de superficie de explotación de recursos geotérmicos,ejecutado,219958.88,6526.052204
2005-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,0,0
2006-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,0,0
2007-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1485639.1,79071.917
2008-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1691326.4,85731.382
2009-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1826943.45,88197.32
2010-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,639360.4,29395.908
2011-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,713306.75,31234.033
2012-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,808706.85,33724.566
2013-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,848693.5,33707.303
2014-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,763722,28888.112
2015-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,800409,28834.103
2016-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,841767,28879.519
2017-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,882450,28834.078
2018-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,1173780.3,36526.947
2019-01-01,geo02,Derecho de explotación de recursos geotérmicos,ejecutado,977595,29004.676
2018-01-01,imi,Impuesto selectivo municipal (ISC-IMI),ejecutado,131038192.58,4077786
2019-01-01,imi,Impuesto selectivo municipal (ISC-IMI),ejecutado,127188499.71,3773609
2005-01-01,inftr,Multas por infracciones de tránsito,ejecutado,524756.78,30792.55
2006-01-01,inftr,Multas por infracciones de tránsito,ejecutado,10387012.91,580481.85
2007-01-01,inftr,Multas por infracciones de tránsito,ejecutado,877859.46,46723.35
2008-01-01,inftr,Multas por infracciones de tránsito,ejecutado,1047247.99,53083.79
2009-01-01,inftr,Multas por infracciones de tránsito,ejecutado,1184255.02,57170.96
2010-01-01,inftr,Multas por infracciones de tránsito,ejecutado,1455096.37,66901.05
2011-01-01,inftr,Multas por infracciones de tránsito,ejecutado,29240659.67,1280380.04
2012-01-01,inftr,Multas por infracciones de tránsito,ejecutado,54926844,2290550.63
2013-01-01,inftr,Multas por infracciones de tránsito,ejecutado,81273813.53,3227927.45
2014-01-01,inftr,Multas por infracciones de tránsito,ejecutado,122503205.49,4633736.33
2015-01-01,inftr,Multas por infracciones de tránsito,ejecutado,177284880.37,6386548.01
2016-01-01,inftr,Multas por infracciones de tránsito,ejecutado,193533822,6639798.97
2017-01-01,inftr,Multas por infracciones de tránsito,ejecutado,280151406,9153954.87
2018-01-01,inftr,Multas por infracción de tránsito,ejecutado,186675868,5809178.72
2019-01-01,inftr,Multas por infracción de tránsito,ejecutado,227967234,6763655.42
2005-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,42145579.72,2473088.1
2006-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,68413625.48,3823319.4
2007-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,137878867.81,7338489.12
2008-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,94898754.85,4810308.26
2009-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,11299195.34,545478.71
2010-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,15763669.31,724767.09
2011-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,16715166.45,731918.01
2012-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,22672421.45,945481.76
2013-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,23560117.4,935730.05
2014-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,22158553.93,838156.81
2015-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,26911542.56,969467.1
2016-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,41438898.33,1421694.42
2017-01-01,intdep,Intereses obtenidos por depósitos,ejecutado,72393280.8,2365452.44
2018-01-01,intdep,Intereses por depósitos,ejecutado,98176367.25,3055156.88
2019-01-01,intdep,Intereses por depósitos,ejecutado,54141384.51,1606343.43
2005-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,25494915.01,1496032.83
2006-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,27953959.26,1562216.8
2007-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,13049279.5,694537.15
2008-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,13735863.04,696255.03
2009-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,13516274.17,652510.16
2010-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,18212869.32,837374.1
2011-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,18300214.58,801323.56
2012-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,87294298.37,3640333.14
2013-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,84546600.38,3357911.74
2014-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,97948283.98,3704935.88
2015-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,169986405.77,6123626.22
2016-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,169178452.95,5804209.86
2017-01-01,intpres,Intereses obtenidos por préstamos,ejecutado,142074570.03,4642290.47
2018-01-01,intpres,Intereses por préstamos,ejecutado,85077333.79,2647527.19
2019-01-01,intpres,Intereses por préstamos,ejecutado,89671992.09,2660515.92
2005-01-01,ir,IR,ejecutado,3902282405.52,228984587
2006-01-01,ir,IR,ejecutado,4780186918.89,267142419
2007-01-01,ir,IR,ejecutado,5752242055.73,306158343
2008-01-01,ir,IR,ejecutado,7003350236.81,354991734
2009-01-01,ir,IR,ejecutado,7839672610.21,378467169
2010-01-01,ir,IR,ejecutado,8480859950.5,389924966
2011-01-01,ir,IR,ejecutado,11334936059.4,496330317
2012-01-01,ir,IR,ejecutado,13346486369.87,556573081
2013-01-01,ir,IR,ejecutado,14832230369.44,589087205
2014-01-01,ir,IR,ejecutado,17658436017.88,667937922
2015-01-01,ir,IR,ejecutado,20799947318.63,749301699
2016-01-01,ir,IR,ejecutado,24307028201.57,833930624
2017-01-01,ir,IR,ejecutado,27866514239.85,910539117
2018-01-01,ir,IR,ejecutado,29257689114.47,910471968
2019-01-01,ir,IR,ejecutado,33035807900.46,980153231
2018-01-01,isc01,Azúcar,ejecutado,36085297.51,1122940.8
2019-01-01,isc01,Azúcar,ejecutado,4632688.45,137449.2
2005-01-01,isc02,Cigarrillos,ejecutado,142993959.55,8390836.27796
2006-01-01,isc02,Cigarrillos,ejecutado,139245977.21,7781810.17102
2007-01-01,isc02,Cigarrillos,ejecutado,158451853.8,8433469.34594
2008-01-01,isc02,Cigarrillos,ejecutado,177417243.94,8993075.15584
2009-01-01,isc02,Cigarrillos,ejecutado,171225930.91,8266084.13255
2010-01-01,isc02,Cigarrillos,ejecutado,44909966.3,2064827.99739
2011-01-01,isc02,Cigarrillos,ejecutado,394.91,17.29218
2012-01-01,isc02,Cigarrillos,ejecutado,7396.17,308.43392
2013-01-01,isc02,Cigarrillos,ejecutado,174022088.09,6911582.60388
2014-01-01,isc02,Cigarrillos,ejecutado,57219.85,2164.36539
2015-01-01,isc02,Cigarrillos,ejecutado,20907.03,753.15927
2016-01-01,isc02,Cigarrillos,ejecutado,252161.83,8651.22097
2017-01-01,isc02,Cigarrillos,ejecutado,106334.7,3474.48924
2018-01-01,isc02,Cigarrillos,ejecutado,352189.3,10959.80218
2019-01-01,isc02,Cigarrillos,ejecutado,65907.03,1955.4233
2005-01-01,isc03,Rones y aguardientes,ejecutado,101525789.81,5957498
2006-01-01,isc03,Rones y aguardientes,ejecutado,118688555.05,6632951
2007-01-01,isc03,Rones y aguardientes,ejecutado,144465258.8,7689044
2008-01-01,isc03,Rones y aguardientes,ejecutado,188695738.31,9564769
2009-01-01,isc03,Rones y aguardientes,ejecutado,147487593.94,7120095
2010-01-01,isc03,Rones y aguardientes,ejecutado,197647940.97,9087270
2011-01-01,isc03,Rones y aguardientes,ejecutado,240386384.17,10525957
2012-01-01,isc03,Rones y aguardientes,ejecutado,213854124.68,8918111
2013-01-01,isc03,Rones y aguardientes,ejecutado,252933410.74,10045680
2014-01-01,isc03,Rones y aguardientes,ejecutado,230419155.18,8715703
2015-01-01,isc03,Rones y aguardientes,ejecutado,264134147.86,9515224
2016-01-01,isc03,Rones y aguardientes,ejecutado,304922343.09,10461340
2017-01-01,isc03,Rones y aguardientes,ejecutado,355363176.04,11611502
2018-01-01,isc03,Bebidas alcohólicas,ejecutado,352612561.36,10972974
2019-01-01,isc03,Bebidas alcohólicas,ejecutado,583116368.93,17300724
2005-01-01,isc04,Cervezas,ejecutado,339754797.56,19936694
2006-01-01,isc04,Cervezas,ejecutado,422163289.3,23592743
2007-01-01,isc04,Cervezas,ejecutado,479595677.69,25526085
2008-01-01,isc04,Cervezas,ejecutado,560969560.37,28434899
2009-01-01,isc04,Cervezas,ejecutado,556071365.81,26844840
2010-01-01,isc04,Cervezas,ejecutado,644680737.93,29640522
2011-01-01,isc04,Cervezas,ejecutado,780674776.06,34183921
2012-01-01,isc04,Cervezas,ejecutado,915091214.64,38160990
2013-01-01,isc04,Cervezas,ejecutado,1047310104.26,41595698
2014-01-01,isc04,Cervezas,ejecutado,1183682303.91,44773291
2015-01-01,isc04,Cervezas,ejecutado,1370485526.46,49370660
2016-01-01,isc04,Cervezas,ejecutado,1476117846.44,50642961
2017-01-01,isc04,Cervezas,ejecutado,1648803878.35,53874712
2018-01-01,isc04,Cervezas,ejecutado,1662925112.81,51748677
2019-01-01,isc04,Cervezas,ejecutado,1857159619.24,55100847
2005-01-01,isc05,Gaseosas,ejecutado,127779296.56,7498045
2006-01-01,isc05,Gaseosas,ejecutado,148927248.65,8322851
2007-01-01,isc05,Gaseosas,ejecutado,146075475.89,7774747
2008-01-01,isc05,Gaseosas,ejecutado,193580728.76,9812384
2009-01-01,isc05,Gaseosas,ejecutado,187602113.25,9056659
2010-01-01,isc05,Gaseosas,ejecutado,248139530.93,11408725
2011-01-01,isc05,Gaseosas,ejecutado,291527946.08,12765326
2012-01-01,isc05,Gaseosas,ejecutado,350724902.23,14625875
2013-01-01,isc05,Gaseosas,ejecutado,388721427.65,15438731
2014-01-01,isc05,Gaseosas,ejecutado,423442591.04,16016898
2015-01-01,isc05,Gaseosas,ejecutado,500553189.11,18032034
2016-01-01,isc05,Gaseosas,ejecutado,524696068,18001383
2017-01-01,isc05,Gaseosas,ejecutado,544850294.05,17802998
2018-01-01,isc05,Aguas gaseadas,ejecutado,523104581.14,16278526
2019-01-01,isc05,Aguas gaseadas,ejecutado,470142336.23,13948850
2018-01-01,isc06,Otros ISC por enajenación de bienes,ejecutado,108986061.65,3391544
2019-01-01,isc06,Otros ISC por enajenación de bienes,ejecutado,187943007.88,5576160
2005-01-01,isc07,ISC a la importación,ejecutado,734355825.09,43091747
2006-01-01,isc07,ISC a la importación,ejecutado,975615307.77,54522603
2007-01-01,isc07,ISC a la importación,ejecutado,1025464639.93,54579510
2008-01-01,isc07,ISC a la importación,ejecutado,1180076469.34,59816713
2009-01-01,isc07,ISC a la importación,ejecutado,975188970,47078115
2010-01-01,isc07,ISC a la importación,ejecutado,1558580344.24,71658934
2011-01-01,isc07,ISC a la importación,ejecutado,1901385450.29,83257218
2012-01-01,isc07,ISC a la importación,ejecutado,2233350808.97,93134845
