date,concept,type,stock_cord,stock_usd,flow_cord,flow_usd
2005-03-01,Aguas gaseadas,ejecutado,35780421.49,2177908,35780421.49,2177907.81
2005-06-01,Aguas gaseadas,ejecutado,73334554.28,4410106,37554132.79,2258385.57
2005-09-01,Aguas gaseadas,ejecutado,97403490.02,5785809,24068935.739999995,1429705.18
2005-12-01,Aguas gaseadas,ejecutado,127779296.56,7498045,30375806.540000007,1782441.86
2006-03-01,Aguas gaseadas,ejecutado,30864379.08,1789215,30864379.08,1789214.82
2006-06-01,Aguas gaseadas,ejecutado,70858797.37,4058305,39994418.29000001,2290605.54
2006-09-01,Aguas gaseadas,ejecutado,110075203.22,6227714,39216405.849999994,2218742.75
2006-12-01,Aguas gaseadas,ejecutado,148927248.65,8322851,38852045.43000001,2171260.16
2007-03-01,Aguas gaseadas,ejecutado,23798203.65,1313892,23798203.65,1313892.19
2007-06-01,Aguas gaseadas,ejecutado,67371526.64,3674837,43573322.99,2376743.85
2007-09-01,Aguas gaseadas,ejecutado,104431636.71,5627065,37060110.06999999,1996901
2007-12-01,Aguas gaseadas,ejecutado,146075475.89,7774747,41643839.17999999,2216459.02
2008-03-01,Aguas gaseadas,ejecutado,45961328.03,2416557,45961328.03,2416556.82
2008-06-01,Aguas gaseadas,ejecutado,101507352.03,5272706,55546024,2885287.2
2008-09-01,Aguas gaseadas,ejecutado,146722309.64,7528960,45214957.609999985,2320176.04
2008-12-01,Aguas gaseadas,ejecutado,193580728.76,9812384,46858419.120000005,2375199.14
2009-03-01,Aguas gaseadas,ejecutado,46462124.53,2326676,46462124.53,2326676.38
2009-06-01,Aguas gaseadas,ejecutado,98347934.35,4865735,51885809.81999999,2567035.07
2009-09-01,Aguas gaseadas,ejecutado,144324942.86,7053629,45977008.51000002,2247045.76
2009-12-01,Aguas gaseadas,ejecutado,187602113.25,9056659,43277170.389999986,2089243.9
2010-03-01,Aguas gaseadas,ejecutado,65589917.52,3128130,65589917.52,3128129.68
2010-06-01,Aguas gaseadas,ejecutado,126525361.11,5961717,60935443.589999996,2871201.97
2010-09-01,Aguas gaseadas,ejecutado,186081225.64,8661329,59555864.52999999,2772084.8
2010-12-01,Aguas gaseadas,ejecutado,248139530.93,11408725,62058305.29000002,2853258.12
2011-03-01,Aguas gaseadas,ejecutado,62879093.52,2856042,62879093.52,2856042.29
2011-06-01,Aguas gaseadas,ejecutado,140978223.12,6326399,78099129.6,3504699.05
2011-09-01,Aguas gaseadas,ejecutado,213563345.34,9467153,72585122.22,3217660.96
2011-12-01,Aguas gaseadas,ejecutado,291527946.08,12765326,77964600.73999998,3413887.36
2012-03-01,Aguas gaseadas,ejecutado,74077615.59,3204308,74077615.59,3204308.18
2012-06-01,Aguas gaseadas,ejecutado,173172001.75,7400424,99094386.16,4234751.72
2012-09-01,Aguas gaseadas,ejecutado,254475151.4,10743033,81303149.65,3432328.77
2012-12-01,Aguas gaseadas,ejecutado,350724902.23,14625875,96249750.83000001,4013792.01
2013-03-01,Aguas gaseadas,ejecutado,89364995.91,3681689,89364995.91,3681689.38
2013-06-01,Aguas gaseadas,ejecutado,201130069.74,8186589,111765073.83000001,4549169
2013-09-01,Aguas gaseadas,ejecutado,293849286.86,11815134,92719217.12,3728067.59
2013-12-01,Aguas gaseadas,ejecutado,388721427.65,15438731,94872140.78999996,3768008.1
2014-03-01,Aguas gaseadas,ejecutado,97435703.17,3823037,97435703.17,3823036.59
2014-06-01,Aguas gaseadas,ejecutado,216083818.09,8376428,118648114.92,4599360.47
2014-09-01,Aguas gaseadas,ejecutado,317793779.48,12169429,101709961.39000002,3894827.99
2014-12-01,Aguas gaseadas,ejecutado,423442591.04,16016898,105648811.56,3996211.64
2015-03-01,Aguas gaseadas,ejecutado,118298204.71,4420581,118298204.71,4420580.61
2015-06-01,Aguas gaseadas,ejecutado,247789455.25,9148082,129491250.54,4780657.99
2015-09-01,Aguas gaseadas,ejecutado,364796122.36,13304106,117006667.11000001,4267230.33
2015-12-01,Aguas gaseadas,ejecutado,500553189.11,18032034,135757066.75,4890541.27
2016-03-01,Aguas gaseadas,ejecutado,120660048.72,4293917,120660048.72,4293916.82
2016-06-01,Aguas gaseadas,ejecutado,258288254.67,9080847,137628205.95,4838704.8
2016-09-01,Aguas gaseadas,ejecutado,392450154.96,13630407,134161900.28999999,4659652.51
2016-12-01,Aguas gaseadas,ejecutado,524696068,18001383,132245913.04000002,4537120.53
2017-03-01,Aguas gaseadas,ejecutado,125306448.55,4247134,125306448.55,4247134.25
2017-06-01,Aguas gaseadas,ejecutado,279026047.22,9343584,153719598.67000002,5147519.27
2017-09-01,Aguas gaseadas,ejecutado,407681987.2,13485849,128655939.97999996,4255853.01
2017-12-01,Aguas gaseadas,ejecutado,544850294.05,17802998,137168306.84999996,4481978.19
2018-03-01,Aguas gaseadas,ejecutado,136706246.31,4412875,136706246.31,4412874.76
2018-06-01,Aguas gaseadas,ejecutado,261954802.59,8354218,125248556.28,3994405.62
2018-09-01,Aguas gaseadas,ejecutado,393087038.1,12383866,131132235.51000002,4131207.2
2018-12-01,Aguas gaseadas,ejecutado,523104581.14,16278526,130017543.03999996,4046024.54
2019-03-01,Aguas gaseadas,ejecutado,147090519.07,4521980,147090519.07,4521979.87
2019-06-01,Aguas gaseadas,ejecutado,263724047.97,8010136,116633528.9,3542530.09
2019-09-01,Aguas gaseadas,ejecutado,368908193.42,11068697,105184145.45000002,3155938.13
2019-12-01,Aguas gaseadas,ejecutado,470142336.23,13948850,101234142.81,3003558.21
2020-03-01,Aguas gaseadas,ejecutado,118331247.2,3484011,118331247.2,3484011.31
2020-06-01,Aguas gaseadas,ejecutado,272742303.23,7971515,154411056.03000003,4513014.52
2020-09-01,Aguas gaseadas,ejecutado,407056460.15,11809557,134314156.91999996,3896734.01
2018-03-01,Azúcar,ejecutado,12084677.63,390093.1,12084677.63,390093.14
2018-06-01,Azúcar,ejecutado,36185133.12,1154010.1,24100455.489999995,768607.62
2018-09-01,Azúcar,ejecutado,34052798.83,1072803.9,-2132334.289999999,-67177.34
2018-12-01,Azúcar,ejecutado,36085297.51,1122940.8,2032498.6799999997,63249.46
2019-03-01,Azúcar,ejecutado,-18808116.81,-578214.9,-18808116.81,-578214.87
2019-06-01,Azúcar,ejecutado,-5878932.02,-178561.8,12929184.79,392700.34
2019-09-01,Azúcar,ejecutado,-5507264.36,-165239.6,371667.6599999992,11151.49
2019-12-01,Azúcar,ejecutado,4632688.45,137449.2,10139952.81,300846.51
2020-03-01,Azúcar,ejecutado,13721314.78,403994.9,13721314.78,403994.86
2020-06-01,Azúcar,ejecutado,24463381.86,714998,10742067.08,313961.36
2020-09-01,Azúcar,ejecutado,25391171.77,736650.9,927789.9100000001,26917.12
2005-03-01,Bebidas alcohólicas,ejecutado,25331458.79,1541893,25331458.79,1541893
2005-06-01,Bebidas alcohólicas,ejecutado,48865186.9,2938596,23533728.11,1415243.2
2005-09-01,Bebidas alcohólicas,ejecutado,74062673.23,4399355,25197486.330000006,1496741.6
2005-12-01,Bebidas alcohólicas,ejecutado,101525789.81,5957498,27463116.58,1611526.2
2006-03-01,Bebidas alcohólicas,ejecutado,32204644.64,1866910,32204644.64,1866910.3
2006-06-01,Bebidas alcohólicas,ejecutado,58419835.81,3345887,26215191.17,1501426.1
2006-09-01,Bebidas alcohólicas,ejecutado,82653210.12,4676263,24233374.310000002,1371049.2
2006-12-01,Bebidas alcohólicas,ejecutado,118688555.05,6632951,36035344.92999999,2013847.9
2007-03-01,Bebidas alcohólicas,ejecutado,36577293.77,2019422,36577293.77,2019422.2
2007-06-01,Bebidas alcohólicas,ejecutado,69323919.63,3781332,32746625.859999992,1786192.5
2007-09-01,Bebidas alcohólicas,ejecutado,104992621.87,5657292,35668702.24000001,1921928.1
2007-12-01,Bebidas alcohólicas,ejecutado,144465258.8,7689044,39472636.93000001,2100898.6
2008-03-01,Bebidas alcohólicas,ejecutado,55139640.15,2899135,55139640.15,2899134.5
2008-06-01,Bebidas alcohólicas,ejecutado,96263881.19,5000339,41124241.04,2136160.9
2008-09-01,Bebidas alcohólicas,ejecutado,139003051.94,7132851,42739170.75,2193132.7
2008-12-01,Bebidas alcohólicas,ejecutado,188695738.31,9564769,49692686.370000005,2518864.9
2009-03-01,Bebidas alcohólicas,ejecutado,43360216.11,2171343,43360216.11,2171342.6
2009-06-01,Bebidas alcohólicas,ejecutado,73168454.47,3619988,29808238.36,1474753.8
2009-09-01,Bebidas alcohólicas,ejecutado,108169785.37,5286609,35001330.900000006,1710628.7
2009-12-01,Bebidas alcohólicas,ejecutado,147487593.94,7120095,39317808.56999999,1898102.2
2010-03-01,Bebidas alcohólicas,ejecutado,63447245.66,3025941,63447245.66,3025940.9
2010-06-01,Bebidas alcohólicas,ejecutado,108590172.97,5116633,45142927.31,2127078.3
2010-09-01,Bebidas alcohólicas,ejecutado,149636090.05,6964955,41045917.08000001,1910521.6
2010-12-01,Bebidas alcohólicas,ejecutado,197647940.97,9087270,48011850.91999999,2207443.5
2011-03-01,Bebidas alcohólicas,ejecutado,74676189.35,3391880,74676189.35,3391880.2
2011-06-01,Bebidas alcohólicas,ejecutado,122725076.84,5507289,48048887.49000001,2156194.2
2011-09-01,Bebidas alcohólicas,ejecutado,176315032,7815954,53589955.16,2375615
2011-12-01,Bebidas alcohólicas,ejecutado,240386384.17,10525957,64071352.16999999,2805534.5
2012-03-01,Bebidas alcohólicas,ejecutado,57963158.36,2507260,57963158.36,2507259.7
2012-06-01,Bebidas alcohólicas,ejecutado,112178975.93,4793915,54215817.57000001,2316887.3
2012-09-01,Bebidas alcohólicas,ejecutado,166492120.69,7028703,54313144.75999999,2292907.1
2012-12-01,Bebidas alcohólicas,ejecutado,213854124.68,8918111,47362003.99000001,1975082.9
2013-03-01,Bebidas alcohólicas,ejecutado,73385153.68,3023346,73385153.68,3023346.4
2013-06-01,Bebidas alcohólicas,ejecutado,132255626.92,5383195,58870473.239999995,2396202.3
2013-09-01,Bebidas alcohólicas,ejecutado,190640383.96,7665296,58384757.04000001,2347542.7
2013-12-01,Bebidas alcohólicas,ejecutado,252933410.74,10045680,62293026.78,2474073.3
2014-03-01,Bebidas alcohólicas,ejecutado,76465865.07,3000253,76465865.07,3000253.4
2014-06-01,Bebidas alcohólicas,ejecutado,129582353.07,5023223,53116488,2059045.6
2014-09-01,Bebidas alcohólicas,ejecutado,179256259.82,6864345,49673906.75,1902186.6
2014-12-01,Bebidas alcohólicas,ejecutado,230419155.18,8715703,51162895.360000014,1935258.5
2015-03-01,Bebidas alcohólicas,ejecutado,66360695.7,2479774,66360695.7,2479773.9
2015-06-01,Bebidas alcohólicas,ejecutado,125325788.2,4626874,58965092.5,2176918.8
2015-09-01,Bebidas alcohólicas,ejecutado,189702796.45,6918456,64377008.249999985,2347827.9
2015-12-01,Bebidas alcohólicas,ejecutado,264134147.86,9515224,74431351.41000003,2681330.7
2016-03-01,Bebidas alcohólicas,ejecutado,88494269.52,3149237,88494269.52,3149236.5
2016-06-01,Bebidas alcohólicas,ejecutado,158546102.39,5574132,70051832.86999999,2462868.3
2016-09-01,Bebidas alcohólicas,ejecutado,236178985.3,8202865,77632882.91000003,2696311.4
2016-12-01,Bebidas alcohólicas,ejecutado,304922343.09,10461340,68743357.78999996,2358461.5
2017-03-01,Bebidas alcohólicas,ejecutado,97091363.42,3290813,97091363.42,3290812.7
2017-06-01,Bebidas alcohólicas,ejecutado,189462441.65,6344419,92371078.23,3093176.9
2017-09-01,Bebidas alcohólicas,ejecutado,267515338.89,8849230,78052897.23999998,2581938
2017-12-01,Bebidas alcohólicas,ejecutado,355363176.04,11611502,87847837.15000004,2870430.5
2018-03-01,Bebidas alcohólicas,ejecutado,118266258.87,3817632,118266258.87,3817632.4
2018-06-01,Bebidas alcohólicas,ejecutado,192410134.29,6136311,74143875.41999999,2364583.8
2018-09-01,Bebidas alcohólicas,ejecutado,257920047,8125547,65509912.71000001,2063832.9
2018-12-01,Bebidas alcohólicas,ejecutado,352612561.36,10972974,94692514.36000001,2946742.6
2019-03-01,Bebidas alcohólicas,ejecutado,108332550.22,3330450,108332550.22,3330449.9
2019-06-01,Bebidas alcohólicas,ejecutado,253434158.02,7697599,145101607.8,4407195.9
2019-09-01,Bebidas alcohólicas,ejecutado,400653347.11,12021176,147219189.09,4417154.8
2019-12-01,Bebidas alcohólicas,ejecutado,583116368.93,17300724,182463021.81999993,5413571.9
2020-03-01,Bebidas alcohólicas,ejecutado,171712954.25,5055722,171712954.25,5055721.9
2020-06-01,Bebidas alcohólicas,ejecutado,344835435.89,10078600,173122481.64,5059898.5
2020-09-01,Bebidas alcohólicas,ejecutado,499273117.11,14484955,154437681.22000003,4480559.4
2018-03-01,Certificado de antecedentes policiales y penales,ejecutado,8185813.96,264237.903,8185813.96,264237.903
2018-06-01,Certificado de antecedentes policiales y penales,ejecutado,13823634.58,440860.999,5637820.62,179800.415
2018-09-01,Certificado de antecedentes policiales y penales,ejecutado,19609707.02,617786.79,5786072.4399999995,182285.187
2018-12-01,Certificado de antecedentes policiales y penales,ejecutado,24547922.82,763908.438,4938215.800000001,153672.665
2019-03-01,Certificado de antecedentes policiales y penales,ejecutado,6969100,214249.906,6969100,214249.906
2019-06-01,Certificado de antecedentes policiales y penales,ejecutado,11854890,360070.599,4885790,148396.934
2019-09-01,Certificado de antecedentes policiales y penales,ejecutado,16565390,497026.865,4710500,141333.53
2019-12-01,Certificado de antecedentes policiales y penales,ejecutado,19701590,584534.731,3136200,93049.232
2020-03-01,Certificado de antecedentes policiales y penales,ejecutado,5404755,159131.489,5404755,159131.489
2020-06-01,Certificado de antecedentes policiales y penales,ejecutado,9197781.26,268826.09,3793026.26,110859.825
2020-09-01,Certificado de antecedentes policiales y penales,ejecutado,11259500.09,326661.597,2061718.83,59814.766
2018-03-01,Certificado de emisión de gases,ejecutado,3852000,124342.5,3852000,124342.48
2018-06-01,Certificado de emisión de gases,ejecutado,7844000,250159.5,3992000,127312.18
2018-09-01,Certificado de emisión de gases,ejecutado,10213600,321770.6,2369600,74652.19
2018-12-01,Certificado de emisión de gases,ejecutado,13723200,427053.2,3509600,109215.48
2019-03-01,Certificado de emisión de gases,ejecutado,6233120,191623.8,6233120,191623.79
2019-06-01,Certificado de emisión de gases,ejecutado,10075120,306013.3,3842000,116693.72
2019-09-01,Certificado de emisión de gases,ejecutado,13051120,391584.9,2976000,89291.71
2019-12-01,Certificado de emisión de gases,ejecutado,16545120,490884.1,3494000,103664.95
2020-03-01,Certificado de emisión de gases,ejecutado,6204000,182663.6,6204000,182663.55
2020-06-01,Certificado de emisión de gases,ejecutado,9256000,270527.7,3052000,89201.65
2020-09-01,Certificado de emisión de gases,ejecutado,13424400,389469.9,4168400,120933.98
2005-03-01,Cervezas,ejecutado,76698120.01,4668515,76698120.01,4668515.002
2005-06-01,Cervezas,ejecutado,167867257.31,10095001,91169137.3,5482620.658
2005-09-01,Cervezas,ejecutado,252268308.86,14984846,84401051.55000001,5013458.91
2005-12-01,Cervezas,ejecutado,339754797.56,19936694,87486488.69999999,5133677.014
2006-03-01,Cervezas,ejecutado,101345538.44,5875023,101345538.44,5875023.073
2006-06-01,Cervezas,ejecutado,206677828.43,11837086,105332289.99000001,6032710
2006-09-01,Cervezas,ejecutado,307938858.28,17422227,101261029.84999996,5729035.35
2006-12-01,Cervezas,ejecutado,422163289.3,23592743,114224431.02000004,6383472.305
2007-03-01,Cervezas,ejecutado,119284303.03,6585653,119284303.03,6585653.111
2007-06-01,Cervezas,ejecutado,242595110.71,13232556,123310807.68,6726092.569
2007-09-01,Cervezas,ejecutado,356984471,19235308,114389360.28999999,6163614.382
2007-12-01,Cervezas,ejecutado,479595677.69,25526085,122611206.69,6525880.438
2008-03-01,Cervezas,ejecutado,151807990.79,7981768,151807990.79,7981767.529
2008-06-01,Cervezas,ejecutado,293529617.59,15247126,141721626.79999998,7361599.726
2008-09-01,Cervezas,ejecutado,428299610.41,21977915,134769992.82000005,6915634.215
2008-12-01,Cervezas,ejecutado,560969560.37,28434899,132669949.95999998,6724886.513
2009-03-01,Cervezas,ejecutado,155064142.87,7765122,155064142.87,7765122.292
2009-06-01,Cervezas,ejecutado,296153151.64,14652089,141089008.76999998,6980336.903
2009-09-01,Cervezas,ejecutado,426000020.96,20820005,129846869.32,6346038.312
2009-12-01,Cervezas,ejecutado,556071365.81,26844840,130071344.84999996,6279309.881
2010-03-01,Cervezas,ejecutado,164616168.48,7850913,164616168.48,7850912.786
2010-06-01,Cervezas,ejecutado,323239568.81,15230645,158623400.33,7474136.43
2010-09-01,Cervezas,ejecutado,471037611.18,21924897,147798042.37,6879401.545
2010-12-01,Cervezas,ejecutado,644680737.93,29640522,173643126.74999994,7983599.615
2011-03-01,Cervezas,ejecutado,175198317.91,7957713,175198317.91,7957713.397
2011-06-01,Cervezas,ejecutado,376472052.66,16894186,201273734.75000003,9032160.42
2011-09-01,Cervezas,ejecutado,576216363.83,25543374,199744311.17000002,8854562.11
2011-12-01,Cervezas,ejecutado,780674776.06,34183921,204458412.2299999,8952755.27
2012-03-01,Cervezas,ejecutado,239969535.55,10380144,239969535.55,10380144.396
2012-06-01,Cervezas,ejecutado,478312431.37,20440455,238342895.82,10185470.909
2012-09-01,Cervezas,ejecutado,699714757.23,29539459,221402325.86,9346815.906
2012-12-01,Cervezas,ejecutado,915091214.64,38160990,215376457.40999997,8981595.246
2013-03-01,Cervezas,ejecutado,273777573.51,11279181,273777573.51,11279181.237
2013-06-01,Cervezas,ejecutado,558776750.67,22743866,284999177.15999997,11600309.272
2013-09-01,Cervezas,ejecutado,798555619.87,32108439,239778869.20000005,9641063.199
2013-12-01,Cervezas,ejecutado,1047310104.26,41595698,248754484.39,9879706.57
2014-03-01,Cervezas,ejecutado,292316125.34,11469464,292316125.34,11469463.526
2014-06-01,Cervezas,ejecutado,593737753.69,23016075,301421628.3500001,11684523.788
2014-09-01,Cervezas,ejecutado,872057765.55,33394123,278320011.8599999,10657840.752
2014-12-01,Cervezas,ejecutado,1183682303.91,44773291,311624538.36000013,11787331.922
2015-03-01,Cervezas,ejecutado,312557875.07,11679698,312557875.07,11679697.795
2015-06-01,Cervezas,ejecutado,649914384.5,23994041,337356509.43,12454788.139
2015-09-01,Cervezas,ejecutado,972484838.55,35466499,322570454.04999995,11764136.683
2015-12-01,Cervezas,ejecutado,1370485526.46,49370660,398000687.9100001,14337660.92
2016-03-01,Cervezas,ejecutado,327684210.73,11661265,327684210.73,11661264.501
2016-06-01,Cervezas,ejecutado,738055513.37,25948407,410371302.64,14427751.782
2016-09-01,Cervezas,ejecutado,1097068203.06,38102894,359012689.68999994,12469071.902
2016-12-01,Cervezas,ejecutado,1476117846.44,50642961,379049643.3800001,13004514.696
2017-03-01,Cervezas,ejecutado,427566885.92,14491943,427566885.92,14491943.451
2017-06-01,Cervezas,ejecutado,848256214.09,28405065,420689328.17,14087380.154
2017-09-01,Cervezas,ejecutado,1235509827.61,40869844,387253613.51999986,12810092.233
2017-12-01,Cervezas,ejecutado,1648803878.35,53874712,413294050.74,13504394.442
2018-03-01,Cervezas,ejecutado,471013366.64,15204302,471013366.64,15204301.6
2018-06-01,Cervezas,ejecutado,876694365.21,27959387,405680998.57000005,12937909.296
2018-09-01,Cervezas,ejecutado,1270198306.76,40016495,393503941.54999995,12396999.938
2018-12-01,Cervezas,ejecutado,1662925112.81,51748677,392726806.04999995,12221291.522
2019-03-01,Cervezas,ejecutado,442307185.84,13597778,442307185.84,13597777.773
2019-06-01,Cervezas,ejecutado,940939911.3,28579329,498632725.46,15145056.929
2019-09-01,Cervezas,ejecutado,1398513921.51,41960919,457574010.21000004,13729020.3
2019-12-01,Cervezas,ejecutado,1857159619.24,55100847,458645697.73,13607751.442
2020-03-01,Cervezas,ejecutado,558546564.21,16445213,558546564.21,16445212.838
2020-06-01,Cervezas,ejecutado,963267327.18,28153680,404720762.9699999,11828885.359
2020-09-01,Cervezas,ejecutado,1392171751.89,40389808,428904424.71000016,12443412.499
2005-03-01,Cigarrillos,ejecutado,37999930.6,2313006.44721,37999930.6,2313006.4472129
2005-06-01,Cigarrillos,ejecutado,71334105.36,4289805.20417,33334174.759999998,2004610.7768591
2005-09-01,Cigarrillos,ejecutado,104718229.28,6220308.04087,33384123.92,1983031.3774861
2005-12-01,Cigarrillos,ejecutado,142993959.55,8390836.27796,38275730.27000001,2246006.664376
2006-03-01,Cigarrillos,ejecutado,36745831.38,2130163.89804,36745831.38,2130163.8980412
2006-06-01,Cigarrillos,ejecutado,72839276.38,4171733.38803,36093444.99999999,2067184.5888453
2006-09-01,Cigarrillos,ejecutado,105608723.72,5975014.39928,32769447.340000004,1853993.8067233
2006-12-01,Cigarrillos,ejecutado,139245977.21,7781810.17102,33637253.49000001,1879829.6839775
2007-03-01,Cigarrillos,ejecutado,36976750.27,2041476.07257,36976750.27,2041476.0725669
2007-06-01,Cigarrillos,ejecutado,79035057.61,4311034.23694,42058307.339999996,2294106.0381714
2007-09-01,Cigarrillos,ejecutado,119431175.46,6435281.29601,40396117.849999994,2176654.3001048
2007-12-01,Cigarrillos,ejecutado,158451853.8,8433469.34594,39020678.34000002,2076843.4495792
2008-03-01,Cigarrillos,ejecutado,44038086.98,2315436.56486,44038086.98,2315436.5648648
2008-06-01,Cigarrillos,ejecutado,80684606.59,4191087.77682,36646519.61000001,1903569.7996368
2008-09-01,Cigarrillos,ejecutado,131087900.46,6726690.04908,50403293.86999999,2586412.1259595
2008-12-01,Cigarrillos,ejecutado,177417243.94,8993075.15584,46329343.480000004,2348380.9047187
2009-03-01,Cigarrillos,ejecutado,50082154.46,2507956.04222,50082154.46,2507956.0422159
2009-06-01,Cigarrillos,ejecutado,93138842.84,4608016.65179,43056688.38,2130216.899591
2009-09-01,Cigarrillos,ejecutado,127042835.1,6208996.05062,33903992.25999999,1656998.2390331
2009-12-01,Cigarrillos,ejecutado,171225930.91,8266084.13255,44183095.81,2132978.2542935
2010-03-01,Cigarrillos,ejecutado,43929347.38,2095088.70369,43929347.38,2095088.7036864
2010-06-01,Cigarrillos,ejecutado,43929347.38,2069895.96055,0,0
2010-09-01,Cigarrillos,ejecutado,44909966.3,2090377.42731,980618.9199999943,45643.8475476
2010-12-01,Cigarrillos,ejecutado,44909966.3,2064827.99739,0,0
2011-03-01,Cigarrillos,ejecutado,394.91,17.93728,394.91,17.9372761
2011-06-01,Cigarrillos,ejecutado,394.91,17.72159,0,0
2011-09-01,Cigarrillos,ejecutado,394.91,17.50616,0,0
2011-12-01,Cigarrillos,ejecutado,394.91,17.29218,0,0
2012-03-01,Cigarrillos,ejecutado,7384.37,319.41899,7384.37,319.4189908
2012-06-01,Cigarrillos,ejecutado,7384.37,315.56756,0,0
2012-09-01,Cigarrillos,ejecutado,7396.17,312.2399,11.800000000000182,0.4981539
2012-12-01,Cigarrillos,ejecutado,7396.17,308.43392,0,0
2013-03-01,Cigarrillos,ejecutado,21385889.87,881063.137,21385889.87,881063.1370036
2013-06-01,Cigarrillos,ejecutado,147976847.23,6023095.25947,126590957.35999998,5152626.3022866
2013-09-01,Cigarrillos,ejecutado,173917315.96,6992892.4101,25940468.73000002,1043018.0910686
2013-12-01,Cigarrillos,ejecutado,174022088.09,6911582.60388,104772.12999999523,4161.2029773
2014-03-01,Cigarrillos,ejecutado,1346.02,52.81312,1346.02,52.8131224
2014-06-01,Cigarrillos,ejecutado,1346.02,52.17808,0,0
2014-09-01,Cigarrillos,ejecutado,13670.07,523.4745,12324.05,471.9307154
2014-12-01,Cigarrillos,ejecutado,57219.85,2164.36539,43549.78,1647.2891214
2015-03-01,Cigarrillos,ejecutado,0,0,0,0
2015-06-01,Cigarrillos,ejecutado,12847.29,474.30617,12847.29,474.3061735
2015-09-01,Cigarrillos,ejecutado,12847.29,468.54036,0,0
2015-12-01,Cigarrillos,ejecutado,20907.03,753.15927,8059.739999999998,290.3457776
2016-03-01,Cigarrillos,ejecutado,36536.51,1300.22105,36536.51,1300.2210455
2016-06-01,Cigarrillos,ejecutado,79435.37,2792.77277,42898.85999999999,1508.2294981
2016-09-01,Cigarrillos,ejecutado,129540.48,4499.14336,50105.11,1740.2287919
2016-12-01,Cigarrillos,ejecutado,252161.83,8651.22097,122621.34999999999,4206.9190038
2017-03-01,Cigarrillos,ejecutado,2271.13,76.97763,2271.13,76.9776346
2017-06-01,Cigarrillos,ejecutado,7085.23,237.259,4814.0999999999995,161.2069816
2017-09-01,Cigarrillos,ejecutado,104954.2,3471.8152,97868.97,3237.4405008
2017-12-01,Cigarrillos,ejecutado,106334.7,3474.48924,1380.5,45.1078754
2018-03-01,Cigarrillos,ejecutado,253119.35,8170.68731,253119.35,8170.6873114
2018-06-01,Cigarrillos,ejecutado,352189.3,11231.96116,99069.94999999998,3159.5219681
2018-09-01,Cigarrillos,ejecutado,352189.3,11095.41804,0,0
2018-12-01,Cigarrillos,ejecutado,352189.3,10959.80218,0,0
2019-03-01,Cigarrillos,ejecutado,0,0,0,0
2019-06-01,Cigarrillos,ejecutado,0,0,0,0
2019-09-01,Cigarrillos,ejecutado,12787.43,383.6732,12787.43,383.6732029
2019-12-01,Cigarrillos,ejecutado,65907.03,1955.4233,53119.6,1576.0276769
2020-03-01,Cigarrillos,ejecutado,176238.73,5188.97369,176238.73,5188.9736879
2020-06-01,Cigarrillos,ejecutado,208539.15,6095.03125,32300.419999999984,944.0532836
2020-09-01,Cigarrillos,ejecutado,208539.15,6050.15597,0,0
2005-03-01,DAI,ejecutado,167035165.65,10167214,167035165.65,10167213.702
2005-06-01,DAI,ejecutado,382214097.82,22985135,215178932.17,12940173.545
2005-09-01,DAI,ejecutado,595596021.37,35378661,213381923.55,12674978.406
2005-12-01,DAI,ejecutado,837390226.11,49137770,241794204.74,14188400.624
2006-03-01,DAI,ejecutado,215686894.41,12503417,215686894.41,12503416.537
2006-06-01,DAI,ejecutado,433040981.4,24801613,217354086.98999998,12448549.008
2006-09-01,DAI,ejecutado,638371699.17,36117093,205330717.76999998,11616975.872
2006-12-01,DAI,ejecutado,887529667.14,49599906,249157967.97000003,13924280.243
2007-03-01,DAI,ejecutado,215280931.35,11885600,215280931.35,11885600.195
2007-06-01,DAI,ejecutado,454519444.89,24792149,239238513.54,13049467.589
2007-09-01,DAI,ejecutado,695928466.24,37498546,241409021.35000002,13007784.222
2007-12-01,DAI,ejecutado,1003872989.43,53430313,307944523.18999994,16390093.484
2008-03-01,DAI,ejecutado,242260368.14,12737577,242260368.14,12737576.79
2008-06-01,DAI,ejecutado,516484687.71,26828323,274224319.57,14244330.392
2008-09-01,DAI,ejecutado,789865307.01,40531423,273380619.3,14028348.04
2008-12-01,DAI,ejecutado,1093388823.51,55422616,303523516.5,15385256.443
2009-03-01,DAI,ejecutado,200759414.75,10053397,200759414.75,10053397.117
2009-06-01,DAI,ejecutado,401629597.77,19870505,200870183.01999998,9937992.786
2009-09-01,DAI,ejecutado,622131793.22,30405602,220502195.45000005,10776658.594
2009-12-01,DAI,ejecutado,870329484.52,42015930,248197691.29999995,11981964.337
2010-03-01,DAI,ejecutado,212813272.41,10149540,212813272.41,10149540.333
2010-06-01,DAI,ejecutado,459210820.43,21637440,246397548.02,11609944.599
2010-09-01,DAI,ejecutado,734380755.72,34182456,275169935.29,12808048.386
2010-12-01,DAI,ejecutado,1094254610.56,50310605,359873854.8399999,16545940.071
2011-03-01,DAI,ejecutado,298265663.03,13547577,298265663.03,13547576.774
2011-06-01,DAI,ejecutado,612239437.89,27474250,313973774.86,14089575.601
2011-09-01,DAI,ejecutado,978614510.38,43381476,366375072.49,16241217.664
2011-12-01,DAI,ejecutado,1399764829.98,61292425,421150319.6,18441186.655
2012-03-01,DAI,ejecutado,366938301.31,15872317,366938301.31,15872317.056
