date,concept,cat,type,stock_cord,stock_usd,flow_cord,flow_usd
2005-03-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2005-06-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2005-09-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2005-12-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2006-03-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2006-06-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2006-09-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2006-12-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2007-03-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2007-06-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2007-09-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2007-12-01,Alcaldía de Managua,capital,ejecutado,28044775,1492660.04,28044775,1492660.04
2008-03-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2008-06-01,Alcaldía de Managua,capital,ejecutado,30228231.74,1570177.73,30228231.74,1570177.73
2008-09-01,Alcaldía de Managua,capital,ejecutado,49916670.23,2561441.35,19688438.49,1010299.37
2008-12-01,Alcaldía de Managua,capital,ejecutado,49916670.23,2530218.35,0,0
2009-03-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2009-06-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2009-09-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2009-12-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2010-03-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2010-06-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2010-09-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2010-12-01,Alcaldía de Managua,capital,ejecutado,25076394.48,1152938.77,25076394.48,1152938.77
2011-03-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2011-06-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2011-09-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2011-12-01,Alcaldía de Managua,capital,ejecutado,123680000,5415657.69,123680000,5415657.69
2012-03-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2012-06-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2012-09-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2012-12-01,Alcaldía de Managua,capital,ejecutado,138554111,5777961.81,138554111,5777961.81
2013-03-01,Alcaldía de Managua,capital,ejecutado,132114699,5442906.13,132114699,5442906.13
2013-06-01,Alcaldía de Managua,capital,ejecutado,132114699,5377458.92,0,0
2013-09-01,Alcaldía de Managua,capital,ejecutado,132114699,5312086.79,0,0
2013-12-01,Alcaldía de Managua,capital,ejecutado,156614699,6220218.6,24500000,973059.08
2014-03-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2014-06-01,Alcaldía de Managua,capital,ejecutado,24500000,949735.54,24500000,949735.54
2014-09-01,Alcaldía de Managua,capital,ejecutado,24500000,938190.17,0,0
2014-12-01,Alcaldía de Managua,capital,ejecutado,24500000,926723.02,0,0
2015-03-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2015-06-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2015-09-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2015-12-01,Alcaldía de Managua,capital,ejecutado,1133200720,40822662.3,1133200720,40822662.3
2016-03-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2016-06-01,Alcaldía de Managua,capital,ejecutado,121000000,4254093.68,121000000,4254093.68
2016-09-01,Alcaldía de Managua,capital,ejecutado,140000000,4862418.84,19000000,659899.7
2016-12-01,Alcaldía de Managua,capital,ejecutado,140000000,4803149.37,0,0
2017-03-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2017-06-01,Alcaldía de Managua,capital,ejecutado,300500000,10062669.65,300500000,10062669.65
2017-09-01,Alcaldía de Managua,capital,ejecutado,300500000,9940340.34,0,0
2017-12-01,Alcaldía de Managua,capital,ejecutado,420700000,13746384.04,120200000,3927538.3
2018-03-01,Alcaldía de Managua,capital,ejecutado,310207941,10013505.83,310207941,10013505.83
2018-06-01,Alcaldía de Managua,capital,ejecutado,310207941,9893098.81,0,0
2018-09-01,Alcaldía de Managua,capital,ejecutado,310207941,9772831.78,0,0
2018-12-01,Alcaldía de Managua,capital,ejecutado,310207941,9653381.49,0,0
2019-03-01,Alcaldía de Managua,capital,ejecutado,0,0,0,0
2019-06-01,Alcaldía de Managua,capital,ejecutado,20000000,607463.42,20000000,607463.42
2019-09-01,Alcaldía de Managua,capital,ejecutado,20000000,600078.68,0,0
2019-12-01,Alcaldía de Managua,capital,ejecutado,321900000,9550586.02,301900000,8957197.64
2020-03-01,Alcaldía de Managua,capital,ejecutado,150000000,4416430.22,150000000,4416430.22
2020-06-01,Alcaldía de Managua,capital,ejecutado,200000000,5845455.16,50000000,1461363.79
2020-09-01,Alcaldía de Managua,capital,ejecutado,260000000,7543142.63,60000000,1740725.22
2005-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2005-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2005-09-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2005-12-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2006-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2006-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2006-09-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2006-12-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2007-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2007-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2007-09-01,Alcaldía de Managua,corriente,ejecutado,500000,26941.38,500000,26941.38
2007-12-01,Alcaldía de Managua,corriente,ejecutado,500000,26612.09,0,0
2008-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2008-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2008-09-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2008-12-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2009-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2009-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2009-09-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2009-12-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2010-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2010-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2010-09-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2010-12-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2011-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2011-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2011-09-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2011-12-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2012-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2012-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2012-09-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2012-12-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2013-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2013-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2013-09-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2013-12-01,Alcaldía de Managua,corriente,ejecutado,16991862,674860.64,16991862,674860.64
2014-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2014-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2014-09-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2014-12-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2015-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2015-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2015-09-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2015-12-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2016-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2016-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2016-09-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2016-12-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2017-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2017-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2017-09-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2017-12-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2018-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2018-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2018-09-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2018-12-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2019-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2019-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2019-09-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2019-12-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2020-03-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2020-06-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2020-09-01,Alcaldía de Managua,corriente,ejecutado,0,0,0,0
2005-03-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2005-06-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2005-09-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2005-12-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2006-03-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2006-06-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2006-09-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2006-12-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2007-03-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2007-06-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2007-09-01,Alcaldía de Managua,total,ejecutado,500000,26941.38,500000,26941.38
2007-12-01,Alcaldía de Managua,total,ejecutado,28544775,1519272.13,28044775,1492660.04
2008-03-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2008-06-01,Alcaldía de Managua,total,ejecutado,30228231.74,1570177.73,30228231.74,1570177.73
2008-09-01,Alcaldía de Managua,total,ejecutado,49916670.23,2561441.35,19688438.49,1010299.37
2008-12-01,Alcaldía de Managua,total,ejecutado,49916670.23,2530218.35,0,0
2009-03-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2009-06-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2009-09-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2009-12-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2010-03-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2010-06-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2010-09-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2010-12-01,Alcaldía de Managua,total,ejecutado,25076394.48,1152938.77,25076394.48,1152938.77
2011-03-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2011-06-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2011-09-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2011-12-01,Alcaldía de Managua,total,ejecutado,123680000,5415657.69,123680000,5415657.69
2012-03-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2012-06-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2012-09-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2012-12-01,Alcaldía de Managua,total,ejecutado,138554111,5777961.81,138554111,5777961.81
2013-03-01,Alcaldía de Managua,total,ejecutado,132114699,5442906.13,132114699,5442906.13
2013-06-01,Alcaldía de Managua,total,ejecutado,132114699,5377458.92,0,0
2013-09-01,Alcaldía de Managua,total,ejecutado,132114699,5312086.79,0,0
2013-12-01,Alcaldía de Managua,total,ejecutado,173606561,6895079.24,41491862,1647919.73
2014-03-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2014-06-01,Alcaldía de Managua,total,ejecutado,24500000,949735.54,24500000,949735.54
2014-09-01,Alcaldía de Managua,total,ejecutado,24500000,938190.17,0,0
2014-12-01,Alcaldía de Managua,total,ejecutado,24500000,926723.02,0,0
2015-03-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2015-06-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2015-09-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2015-12-01,Alcaldía de Managua,total,ejecutado,1133200720,40822662.3,1133200720,40822662.3
2016-03-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2016-06-01,Alcaldía de Managua,total,ejecutado,121000000,4254093.68,121000000,4254093.68
2016-09-01,Alcaldía de Managua,total,ejecutado,140000000,4862418.84,19000000,659899.7
2016-12-01,Alcaldía de Managua,total,ejecutado,140000000,4803149.37,0,0
2017-03-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2017-06-01,Alcaldía de Managua,total,ejecutado,300500000,10062669.65,300500000,10062669.65
2017-09-01,Alcaldía de Managua,total,ejecutado,300500000,9940340.34,0,0
2017-12-01,Alcaldía de Managua,total,ejecutado,420700000,13746384.04,120200000,3927538.3
2018-03-01,Alcaldía de Managua,total,ejecutado,310207941,10013505.83,310207941,10013505.83
2018-06-01,Alcaldía de Managua,total,ejecutado,310207941,9893098.81,0,0
2018-09-01,Alcaldía de Managua,total,ejecutado,310207941,9772831.78,0,0
2018-12-01,Alcaldía de Managua,total,ejecutado,310207941,9653381.49,0,0
2019-03-01,Alcaldía de Managua,total,ejecutado,0,0,0,0
2019-06-01,Alcaldía de Managua,total,ejecutado,20000000,607463.42,20000000,607463.42
2019-09-01,Alcaldía de Managua,total,ejecutado,20000000,600078.68,0,0
2019-12-01,Alcaldía de Managua,total,ejecutado,321900000,9550586.02,301900000,8957197.64
2020-03-01,Alcaldía de Managua,total,ejecutado,150000000,4416430.22,150000000,4416430.22
2020-06-01,Alcaldía de Managua,total,ejecutado,200000000,5845455.16,50000000,1461363.79
2020-09-01,Alcaldía de Managua,total,ejecutado,260000000,7543142.63,60000000,1740725.22
2005-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2005-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2005-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2005-12-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2006-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2006-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2006-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2006-12-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2007-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2007-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2007-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2007-12-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2008-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2008-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2008-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2008-12-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2009-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2009-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2009-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2009-12-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2010-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2010-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2010-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2010-12-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2011-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2011-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2011-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2011-12-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2012-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2012-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2012-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2012-12-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2013-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2013-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2013-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2013-12-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2014-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2014-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2014-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2014-12-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2015-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2015-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2015-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2015-12-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2016-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2016-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2016-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2016-12-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2017-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2017-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2017-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2017-12-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2018-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2018-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2018-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2018-12-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2019-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2019-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2019-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2019-12-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2020-03-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2020-06-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2020-09-01,Aporte Estatal - INSS,capital,ejecutado,0,0,0,0
2005-03-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2005-06-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2005-09-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2005-12-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2006-03-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2006-06-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2006-09-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2006-12-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2007-03-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2007-06-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2007-09-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2007-12-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2008-03-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2008-06-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2008-09-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2008-12-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2009-03-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2009-06-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2009-09-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2009-12-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2010-03-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2010-06-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2010-09-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2010-12-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2011-03-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2011-06-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2011-09-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2011-12-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2012-03-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2012-06-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2012-09-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2012-12-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2013-03-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2013-06-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2013-09-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2013-12-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2014-03-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2014-06-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2014-09-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2014-12-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2015-03-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2015-06-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2015-09-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2015-12-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2016-03-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2016-06-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2016-09-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2016-12-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2017-03-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2017-06-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2017-09-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2017-12-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2018-03-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2018-06-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2018-09-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2018-12-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2019-03-01,Aporte Estatal - INSS,corriente,ejecutado,0,0,0,0
2019-06-01,Aporte Estatal - INSS,corriente,ejecutado,158669938.93,4819309,158669938.93,4819309
2019-09-01,Aporte Estatal - INSS,corriente,ejecutado,250575000,7518236,91905061.07,2757513
2019-12-01,Aporte Estatal - INSS,corriente,ejecutado,1558740934,46246938,1308165934,38812523
2020-03-01,Aporte Estatal - INSS,corriente,ejecutado,156054027.31,4594678,156054027.31,4594678
2020-06-01,Aporte Estatal - INSS,corriente,ejecutado,722808329.97,21125718,566754302.6600001,16564684
2020-09-01,Aporte Estatal - INSS,corriente,ejecutado,998690355.92,28974092,275882025.9499999,8003913
2005-03-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2005-06-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2005-09-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2005-12-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2006-03-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2006-06-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2006-09-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2006-12-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2007-03-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2007-06-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2007-09-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2007-12-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2008-03-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2008-06-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2008-09-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2008-12-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2009-03-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2009-06-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2009-09-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2009-12-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2010-03-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2010-06-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2010-09-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2010-12-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2011-03-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2011-06-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2011-09-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2011-12-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2012-03-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2012-06-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2012-09-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2012-12-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2013-03-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2013-06-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2013-09-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2013-12-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2014-03-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2014-06-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2014-09-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2014-12-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2015-03-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2015-06-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2015-09-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2015-12-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2016-03-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2016-06-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2016-09-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2016-12-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2017-03-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2017-06-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2017-09-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
2017-12-01,Aporte Estatal - INSS,total,ejecutado,0,0,0,0
