date,concept,cat,type,stock_cord,stock_usd,flow_cord,flow_usd
2017-12-01,Ministerio de Energía y Minas,corriente,ejecutado,344007456.13,11240453.1,151646846.69,4955064.87
2018-03-01,Ministerio de Energía y Minas,corriente,ejecutado,36877493.22,1190404.7,36877493.22,1190404.71
2018-06-01,Ministerio de Energía y Minas,corriente,ejecutado,68247640.1,2176542.1,31370146.879999995,1000451.38
2018-09-01,Ministerio de Energía y Minas,corriente,ejecutado,159795161.34,5034207.8,91547521.24000001,2884125.15
2018-12-01,Ministerio de Energía y Minas,corriente,ejecutado,230935363.24,7186492.9,71140201.9,2213816.66
2019-03-01,Ministerio de Energía y Minas,corriente,ejecutado,33956683.19,1043924.8,33956683.19,1043924.78
2019-06-01,Ministerio de Energía y Minas,corriente,ejecutado,77725209.38,2360761.1,43768526.19,1329388.92
2019-09-01,Ministerio de Energía y Minas,corriente,ejecutado,107743968.5,3232742.9,30018759.120000005,900680.86
2019-12-01,Ministerio de Energía y Minas,corriente,ejecutado,339258147.29,10065592.2,231514178.79000002,6868891.21
2020-03-01,Ministerio de Energía y Minas,corriente,ejecutado,30367550.22,894107.8,30367550.22,894107.78
2020-06-01,Ministerio de Energía y Minas,corriente,ejecutado,60246410.199999996,1760838.4,29878859.979999997,873277.68
2020-09-01,Ministerio de Energía y Minas,corriente,ejecutado,85731281.94,2487243.4,25484871.740000002,739369.32
2005-03-01,Ministerio de Energía y Minas,total,ejecutado,0,0,0,0
2005-06-01,Ministerio de Energía y Minas,total,ejecutado,0,0,0,0
2005-09-01,Ministerio de Energía y Minas,total,ejecutado,0,0,0,0
2005-12-01,Ministerio de Energía y Minas,total,ejecutado,0,0,0,0
2006-03-01,Ministerio de Energía y Minas,total,ejecutado,0,0,0,0
2006-06-01,Ministerio de Energía y Minas,total,ejecutado,0,0,0,0
2006-09-01,Ministerio de Energía y Minas,total,ejecutado,0,0,0,0
2006-12-01,Ministerio de Energía y Minas,total,ejecutado,0,0,0,0
2007-03-01,Ministerio de Energía y Minas,total,ejecutado,0,0,0,0
2007-06-01,Ministerio de Energía y Minas,total,ejecutado,32093969.29,1750592.8,32093969.29,1750592.77
2007-09-01,Ministerio de Energía y Minas,total,ejecutado,77950347.45,4200179.8,45856378.160000004,2470868.19
2007-12-01,Ministerio de Energía y Minas,total,ejecutado,209976827.36,11175843.6,132026479.91000001,7027000.6
2008-03-01,Ministerio de Energía y Minas,total,ejecutado,25368228.42,1333811.9,25368228.42,1333811.88
2008-06-01,Ministerio de Energía y Minas,total,ejecutado,75393451.08,3916243.6,50025222.66,2598514.24
2008-09-01,Ministerio de Energía y Minas,total,ejecutado,140558259.16,7212655.3,65164808.08,3343889.59
2008-12-01,Ministerio de Energía y Minas,total,ejecutado,255952400.29,12973931.5,115394141.13,5849195.72
2009-03-01,Ministerio de Energía y Minas,total,ejecutado,62486271.52,3129115,62486271.52,3129115.03
2009-06-01,Ministerio de Energía y Minas,total,ejecutado,115641628.02,5721335.3,53155356.49999999,2629845.51
2009-09-01,Ministerio de Energía y Minas,total,ejecutado,205448669.78,10040943.9,89807041.76,4389161.87
2009-12-01,Ministerio de Energía y Minas,total,ejecutado,366394064.25,17687999.4,160945394.47,7769782.09
2010-03-01,Ministerio de Energía y Minas,total,ejecutado,53356458.25,2544688.7,53356458.25,2544688.68
2010-06-01,Ministerio de Energía y Minas,total,ejecutado,142163763.25,6698578.9,88807305,4184489.25
2010-09-01,Ministerio de Energía y Minas,total,ejecutado,204982696.1,9541116.1,62818932.849999994,2923967.44
2010-12-01,Ministerio de Energía y Minas,total,ejecutado,438617343.44,20166333.8,233634647.34,10741833.07
2011-03-01,Ministerio de Energía y Minas,total,ejecutado,57917950.67,2630701.4,57917950.67,2630701.35
2011-06-01,Ministerio de Energía y Minas,total,ejecutado,181064891.66,8125288.4,123146940.99,5526219.94
2011-09-01,Ministerio de Energía y Minas,total,ejecutado,343533225.39,15228650.4,162468333.73,7202137.29
2011-12-01,Ministerio de Energía y Minas,total,ejecutado,583037581.18,25529850.9,239504355.78999996,10487335.1
2012-03-01,Ministerio de Energía y Minas,total,ejecutado,41324885.88,1787553.1,41324885.88,1787553.08
2012-06-01,Ministerio de Energía y Minas,total,ejecutado,182008295.76,7778038.4,140683409.88,6012038.97
2012-09-01,Ministerio de Energía y Minas,total,ejecutado,232962714.61,9834854.3,50954418.850000024,2151113.68
2012-12-01,Ministerio de Energía y Minas,total,ejecutado,437263641.18,18234699.8,204300926.57,8519725.2
2013-03-01,Ministerio de Energía y Minas,total,ejecutado,160861513.79,6627227.1,160861513.79,6627227.15
2013-06-01,Ministerio de Energía y Minas,total,ejecutado,236833358.57,9639818,75971844.78,3092278.74
2013-09-01,Ministerio de Energía y Minas,total,ejecutado,289973808.54,11659308.5,53140449.97000003,2136678.84
2013-12-01,Ministerio de Energía y Minas,total,ejecutado,423614021.66,16824549.9,133640213.12,5307747.9
2014-03-01,Ministerio de Energía y Minas,total,ejecutado,50781046.22,1992470.8,50781046.22,1992470.85
2014-06-01,Ministerio de Energía y Minas,total,ejecutado,88373963.92,3425791.6,37592917.7,1457278.77
2014-09-01,Ministerio de Energía y Minas,total,ejecutado,226666547.85,8679850.1,138292583.93,5295703.77
2014-12-01,Ministerio de Energía y Minas,total,ejecutado,350089623.77,13242290.3,123423075.91999999,4668530.82
2015-03-01,Ministerio de Energía y Minas,total,ejecutado,81993033.66,3063924.9,81993033.66,3063924.89
2015-06-01,Ministerio de Energía y Minas,total,ejecutado,144870636.25,5348446,62877602.59,2321363.89
2015-09-01,Ministerio de Energía y Minas,total,ejecutado,237655314.03,8667283.6,92784677.78,3383854.96
2015-12-01,Ministerio de Energía y Minas,total,ejecutado,417527964.34,15041115.7,179872650.30999997,6479770.38
2016-03-01,Ministerio de Energía y Minas,total,ejecutado,31994699.85,1138592.1,31994699.85,1138592.11
2016-06-01,Ministerio de Energía y Minas,total,ejecutado,75938028.39,2669813.9,43943328.54,1544950.71
2016-09-01,Ministerio de Energía y Minas,total,ejecutado,166294195.82,5775657.4,90356167.42999999,3138210.93
2016-12-01,Ministerio de Energía y Minas,total,ejecutado,464244861.43,15927410.1,297950665.61,10222153.95
2017-03-01,Ministerio de Energía y Minas,total,ejecutado,61659857.15,2089898,61659857.15,2089897.96
2017-06-01,Ministerio de Energía y Minas,total,ejecutado,179470901.86,6009838.3,117811044.71000001,3945070.3
2017-09-01,Ministerio de Energía y Minas,total,ejecutado,279704428.27,9252436.6,100233526.40999997,3315658.46
2017-12-01,Ministerio de Energía y Minas,total,ejecutado,667886818.27,21823220.1,388182390,12683870.24
2018-03-01,Ministerio de Energía y Minas,total,ejecutado,43092635.65,1391029.4,43092635.65,1391029.38
2018-06-01,Ministerio de Energía y Minas,total,ejecutado,89974149.64,2869440.3,46881513.99,1495137.26
2018-09-01,Ministerio de Energía y Minas,total,ejecutado,281560901.51,8870331.7,191586751.87,6035774.23
2018-12-01,Ministerio de Energía y Minas,total,ejecutado,512307476.21,15942530.3,230746574.7,7180617.96
2019-03-01,Ministerio de Energía y Minas,total,ejecutado,35532100.59,1092357.6,35532100.59,1092357.58
2019-06-01,Ministerio de Energía y Minas,total,ejecutado,103695017.33,3149546.5,68162916.74,2070323.91
2019-09-01,Ministerio de Energía y Minas,total,ejecutado,175740154.97,5272896,72045137.64,2161637.54
2019-12-01,Ministerio de Energía y Minas,total,ejecutado,546504140.27,16214460.4,370763985.29999995,11000352.08
2020-03-01,Ministerio de Energía y Minas,total,ejecutado,52377737.37,1542150.8,52377737.37,1542150.81
2020-06-01,Ministerio de Energía y Minas,total,ejecutado,108578594.97,3173456.5,56200857.6,1642597.96
2020-09-01,Ministerio de Energía y Minas,total,ejecutado,165495988.87,4801384,56917393.900000006,1651292.39
2005-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,33201492.48,2020931.7478,33201492.48,2020931.74779
2005-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,72100639.37,4335902.1107,38899146.89,2339270.42225
2005-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,103324362.25,6137511.7374,31223722.879999995,1854702.62276
2005-12-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,158159173.87,9280725.8291,54834811.620000005,3217687.85258
2006-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,24043448.43,1393803.9747,24043448.43,1393803.97467
2006-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,128849511.75,7379614.9126,104806063.32,6002571.35091
2006-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,161488467.85,9136517.1998,32638956.099999994,1846611.01664
2006-12-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,259627195.67,14509356.6968,98138727.82,5484517.15175
2007-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,9179837.73,506816.2816,9179837.73,506816.28156
2007-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,33360006.96,1819649.868,24180169.23,1318927.83478
2007-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,42682711.84,2299862.294,9322704.880000003,502333.06431
2007-12-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,107020405.4,5696072.887,64337693.56,3424320.72213
2008-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,23160284.63,1217722.5116,23160284.63,1217722.51164
2008-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,70630449.77,3668833.836,47470165.14,2465794.12468
2008-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,122238721.39,6272600.2011,51608271.620000005,2648244.77269
2008-12-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,177267443.23,8985481.9309,55028721.83999999,2789342.3449
2009-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,19715614.1,987295.6553,19715614.1,987295.65533
2009-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,20384490.03,1008516.6042,668875.9299999997,33092.43844
2009-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,25791408.4,1260509.912,5406918.369999997,264253.66514
2009-12-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,47143295.93,2275884.5484,21351887.53,1030781.36456
2010-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,192242.29,9168.4642,192242.29,9168.46423
2010-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,1706521.13,80409.1434,1514278.8399999999,71350.92691
2010-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,2955633.3,137572.7849,1249112.17,58141.12322
2010-12-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,19578084.14,900142.6542,16622450.84,764251.33901
2011-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,6274973.36,285016.6609,6274973.36,285016.66094
2011-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,35246904.54,1581705.1167,28971931.18,1300115.63815
2011-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,51821095.18,2297202.3743,16574190.64,734725.30748
2011-12-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,96630151.34,4231208.1326,44809056.160000004,1962083.67894
2012-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,31113348.9,1345841.894,31113348.9,1345841.89399
2012-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,53211535.55,2273969.8009,22098186.65,944355.55331
2012-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,66094681.99,2790281.5497,12883146.440000005,543880.4565
2012-12-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,93001567.24,3878336.7701,26906885.249999993,1122066.70844
2013-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,17325744.83,713791.906,17325744.83,713791.90595
2013-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,28764091.48,1170783.5805,11438346.650000002,465574.53259
2013-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,40581088.72,1631690.2416,11816997.239999998,475139.52164
2013-12-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,74098165.55,2942934.4149,33517076.83,1331187.59632
2014-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,23331937.19,915463.7032,23331937.19,915463.70318
2014-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,34660253.11,1343594.8647,11328315.919999998,439138.94821
2014-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,51404128.32,1968442.7648,16743875.21,641181.18696
2014-12-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,92309686.06,3491653.4973,40905557.74,1547270.27942
2015-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,3875910.48,144835.4583,3875910.48,144835.45832
2015-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,9606381.18,354655.7989,5730470.699999999,211561.94266
2015-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,9701246.84,353804.2384,94865.66000000015,3459.74833
2015-12-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,21094852.01,759925.4083,11393605.170000002,410445.64128
2016-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,0,0,0,0
2016-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,0,0,0,0
2016-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,0,0,0,0
2016-12-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,3735318.5,128152.0908,3735318.5,128152.09083
2017-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,227920.8,7725.143,227920.8,7725.14302
2017-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,1332231.5,44611.6655,1104310.7,36979.41354
2017-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,1505612.94,49804.6757,173381.43999999994,5735.34284
2017-12-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,2693319.82,88004.299,1187706.88,38808.35488
2018-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,280020.97,9039.071,280020.97,9039.07104
2018-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,515563.71,16442.27,235542.74000000005,7511.88894
2018-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,707248.89,22281.2621,191685.18,6038.87513
2018-12-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,2674502.07,83228.0073,1967253.1799999997,61219.08217
2019-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,0,0,0,0
2019-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,88073.28,2675.0648,88073.28,2675.06477
2019-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,91386.39,2741.9512,3313.1100000000006,99.40633
2019-12-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,969944.84,28777.7,878558.45,26066.31889
2020-03-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,0,0,0,0
2020-06-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,32273.25,943.2592,32273.25,943.25918
2020-09-01,"Ministerio de Fomento, Industria y Comercio",capital,ejecutado,152996.91,4438.7597,120723.66,3502.44533
2005-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,16990532.85,1034191.6789,16990532.85,1034191.67886
2005-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,35171762.37,2115117.4252,18181229.519999996,1093361.05948
2005-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,52492757.64,3118092.4723,17320995.270000003,1028874.59896
2005-12-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,77238896.22,4532351.8176,24746138.58,1452094.88562
2006-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,21195578.58,1228712.3353,21195578.58,1228712.33535
2006-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,43981869.72,2518979.368,22786291.14,1305042.22807
2006-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,64862599.35,3669724.9189,20880729.630000003,1181366.9914
2006-12-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,89784295.81,5017626.7949,24921696.46,1392757.729
2007-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,20988379.09,1158762.5576,20988379.09,1158762.55759
2007-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,35264261.03,1923519.021,14275881.940000001,778690.08598
2007-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,53475166.3,2881389.5213,18210905.269999996,981253.82771
2007-12-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,84509610.68,4497954.3881,31034444.38000001,1651782.72813
2008-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,24754860,1301562.1689,24754860,1301562.16886
2008-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,54218975.41,2816354.8751,29464115.409999996,1530486.41083
2008-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,82550013.9,4236000.0817,28331038.49000001,1453788.74802
2008-12-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,117432994.06,5952542.8189,34882980.16,1768177.97003
2009-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,34328671.53,1719071.3961,34328671.53,1719071.39605
2009-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,64019215.53,3167331.719,29690544,1468930.86688
2009-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,95725190.23,4678401.0103,31705974.700000003,1549573.9806
2009-12-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,142845739.1,6896005.1267,47120548.86999999,2274786.41384
2010-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,33019733.31,1574784.8393,33019733.31,1574784.83935
2010-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,63296792.8,2982465.7899,30277059.49,1426617.21317
2010-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,98111248.13,4566682.0831,34814455.33,1620472.19274
2010-12-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,155637667.68,7155761.6304,57526419.55000001,2644895.36427
2011-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,37505847.88,1703559.6671,37505847.88,1703559.66715
2011-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,74583998.74,3346957.5264,37078150.85999999,1663882.30965
2011-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,115857454.42,5135901.0929,41273455.68000001,1829630.96503
2011-12-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,185194470.3,8109232.346,69337015.88000001,3036105.61934
2012-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,58974970.53,2551026.7728,58974970.53,2551026.77283
2012-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,100784829.41,4306992.0102,41809858.879999995,1786724.54178
2012-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,149914909.84,6328872.3745,49130080.43000001,2074096.62669
2012-12-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,221204433.68,9224632.5982,71289523.84,2972904.54166
2013-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,46157254.97,1901602.2296,46157254.97,1901602.22963
2013-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,97514483.87,3969127.8502,51357228.900000006,2090391.08291
2013-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,144118448.51,5794735.2693,46603964.639999986,1873858.90136
2013-12-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,221570070.01,8800031.4111,77451621.5,3076122.60993
2014-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,48937493.68,1920136.2846,48937493.68,1920136.2846
2014-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,103339124.32,4005911.7952,54401630.63999999,2108863.75601
2014-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,152660576.18,5845904.1417,49321451.860000014,1888689.84329
2014-12-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,240865177.4,9110828.7218,88204601.22,3336376.90123
2015-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,40824748.64,1525543.7943,40824748.64,1525543.79431
2015-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,83911279.3,3097901.4097,43086530.66,1590701.8125
2015-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,124638619.16,4545567.4362,40727339.86,1485325.10293
2015-12-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,188921398.8,6805744.4088,64282779.640000015,2315736.4433
2016-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,41092579.67,1462357.431,41092579.67,1462357.43096
2016-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,82583168.69,2903442.4472,41490589.019999996,1458717.78998
2016-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,124482522.78,4323472.6005,41899354.09,1455230.06236
2016-12-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,190769532.37,6544961.1432,66287009.59,2274188.63313
2017-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,43902091.42,1488016.6056,43902091.42,1488016.60556
2017-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,88318672.29,2957476.2846,44416580.870000005,1487352.34757
2017-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,128963864.76,4266038.9592,40645192.47,1344515.96114
2017-12-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,188467977.67000002,6158196.3391,59504112.91000001,1944298.52122
2018-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,46443735.29,1499202.8015,46443735.29,1499202.80148
2018-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,87826090.26,2800934.7088,41382354.970000006,1319759.01492
2018-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,128438607.38,4046346.7823,40612517.11999999,1279462.08169
2018-12-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,182069501.55,5665832.893,53630894.17000002,1668943.35232
2019-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,36442715.16,1120352.4565,36442715.16,1120352.45652
2019-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,79756321.44,2422452.3722,43313606.28,1315571.56082
2019-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,118806877.67,3564673.6898,39050556.230000004,1171670.30307
2019-12-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,178769340.23,5303982.4846,59962462.55999999,1779051.43433
2020-03-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,43838839.56,1290741.1724,43838839.56,1290741.17242
2020-06-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,86755516.12,2535627.3962,42916676.56,1254337.54194
2020-09-01,"Ministerio de Fomento, Industria y Comercio",corriente,ejecutado,123766793.81,3590732.994,37011277.69,1073774.4096
2005-03-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,50192025.33,3055123.4266,50192025.33,3055123.42665
2005-06-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,107272401.74,6451019.5358,57080376.41,3432631.48173
2005-09-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,155817119.89,9255604.2097,48544718.14999999,2883577.22172
2005-12-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,235398070.09,13813077.6467,79580950.20000002,4669782.73819
2006-03-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,45239027.01,2622516.31,45239027.01,2622516.31002
2006-06-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,172831381.47,9898594.2806,127592354.46000001,7307613.57898
2006-09-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,226351067.2,12806242.1188,53519685.72999999,3027978.00804
2006-12-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,349411491.48,19526983.4917,123060424.28000003,6877274.88076
2007-03-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,30168216.82,1665578.8391,30168216.82,1665578.83914
2007-06-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,68624267.99,3743168.889,38456051.169999994,2097617.92076
2007-09-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,96157878.14,5181251.8153,27533610.150000006,1483586.89201
2007-12-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,191530016.08,10194027.2752,95372137.94000001,5076103.45026
2008-03-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,47915144.63,2519284.6805,47915144.63,2519284.6805
2008-06-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,124849425.18,6485188.7111,76934280.55000001,3996280.53551
2008-09-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,204788735.29,10508600.2828,79939310.10999998,4102033.52072
2008-12-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,294700437.29,14938024.7498,89911702.00000003,4557520.31493
2009-03-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,54044285.63,2706367.0514,54044285.63,2706367.05139
2009-06-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,84403705.56,4175848.3232,30359419.93,1502023.30532
2009-09-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,121516598.66,5938910.9238,37112893.099999994,1813827.64721
2009-12-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,189989035.03,9171889.6751,68472436.37,3305567.77696
2010-03-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,33211975.6,1583953.3036,33211975.6,1583953.30358
2010-06-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,65003313.93,3062874.9333,31791338.33,1497968.14008
2010-09-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,101066881.43,4704254.868,36063567.50000001,1678613.31596
2010-12-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,175215751.82,8055904.2847,74148870.38999999,3409146.70328
2011-03-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,43780821.24,1988576.3281,43780821.24,1988576.32809
2011-06-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,109830903.28,4928662.6431,66050082.04,2963997.9478
2011-09-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,167678549.6,7433103.4672,57847646.31999999,2564356.27251
2011-12-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,281824621.64,12340440.4786,114146072.03999999,4998189.29828
2012-03-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,90088319.43,3896868.6668,90088319.43,3896868.66682
2012-06-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,153996364.96,6580961.8111,63908045.53,2731080.09508
2012-09-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,216009591.83,9119153.9242,62013226.870000005,2617977.0832
2012-12-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,314206000.92,13102969.3682,98196409.09,4094971.25011
2013-03-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,63482999.8,2615394.1356,63482999.8,2615394.13558
2013-06-01,"Ministerio de Fomento, Industria y Comercio",total,ejecutado,126278575.35,5139911.4307,62795575.55,2555965.61551
