date,concept,type,stock_cord,stock_usd,flow_cord,flow_usd
2015-12-01,Arrendamientos de tierras y terrenos,ejecutado,4815458.46,173473.09356,3656476.4299999997,131721.6799
2016-03-01,Arrendamientos de tierras y terrenos,ejecutado,509.33,18.12547,509.33,18.12547
2016-06-01,Arrendamientos de tierras y terrenos,ejecutado,509.33,17.90692,0,0
2016-09-01,Arrendamientos de tierras y terrenos,ejecutado,509.33,17.68983,0,0
2016-12-01,Arrendamientos de tierras y terrenos,ejecutado,4194078.58,143891.32791,4193569.25,143873.85371
2017-03-01,Arrendamientos de tierras y terrenos,ejecutado,0,0,0,0
2017-06-01,Arrendamientos de tierras y terrenos,ejecutado,488981.09,16374.22687,488981.09,16374.22687
2017-09-01,Arrendamientos de tierras y terrenos,ejecutado,1385338.82,45826.08771,896357.73,29650.91814
2017-12-01,Arrendamientos de tierras y terrenos,ejecutado,11462480.85,374536.87613,10077142.03,329270.89219
2018-03-01,Arrendamientos de tierras y terrenos,ejecutado,34236590.52,1105156.42422,34236590.52,1105156.42422
2018-06-01,Arrendamientos de tierras y terrenos,ejecutado,431202.95,13751.85102,-33805387.57,-1078115.66139
2018-09-01,Arrendamientos de tierras y terrenos,ejecutado,568496.59,17909.99135,137293.63999999996,4325.31689
2018-12-01,Arrendamientos de tierras y terrenos,ejecutado,631874.16,19663.33389,63377.570000000065,1972.2508
2019-03-01,Arrendamientos de tierras y terrenos,ejecutado,110475.22,3396.32169,110475.22,3396.32169
2019-06-01,Arrendamientos de tierras y terrenos,ejecutado,167751.22,5095.13645,57276,1739.65373
2019-09-01,Arrendamientos de tierras y terrenos,ejecutado,275787.72,8274.71649,108036.49999999997,3241.51999
2019-12-01,Arrendamientos de tierras y terrenos,ejecutado,566606.69,16810.89137,290818.97,8628.42991
2020-03-01,Arrendamientos de tierras y terrenos,ejecutado,158278.17,4660.16329,158278.17,4660.16329
2020-06-01,Arrendamientos de tierras y terrenos,ejecutado,294542.26,8608.66787,136264.09,3982.62814
2020-09-01,Arrendamientos de tierras y terrenos,ejecutado,472483.47,13707.73155,177941.20999999996,5162.44587
2005-03-01,Bienes y servicios,ejecutado,335199610.73,20403165,335199610.73,20403165.18
2005-06-01,Bienes y servicios,ejecutado,767159014.6,46134492,431959403.87,25976658.56
2005-09-01,Bienes y servicios,ejecutado,1232565263.32,73214909,465406248.7199999,27645332.16
2005-12-01,Bienes y servicios,ejecutado,1954911874.01,114713555,722346610.69,42387050.23
2006-03-01,Bienes y servicios,ejecutado,400234262.06,23201668,400234262.06,23201667.88
2006-06-01,Bienes y servicios,ejecutado,973979487.48,55782854,573745225.4200001,32860185.22
2006-09-01,Bienes y servicios,ejecutado,1649413503.93,93318706,675434016.45,38213964.07
2006-12-01,Bienes y servicios,ejecutado,2804825646.05,156748663,1155412142.1200001,64570611.94
2007-03-01,Bienes y servicios,ejecutado,445254605.44,24582383,445254605.44,24582382.62
2007-06-01,Bienes y servicios,ejecutado,1125129705.74,61371154,679875100.3,37084363.86
2007-09-01,Bienes y servicios,ejecutado,1896488130.46,102188014,771358424.72,41562920.44
2007-12-01,Bienes y servicios,ejecutado,3026881515.64,161103274,1130393385.1799998,60164256.42
2008-03-01,Bienes y servicios,ejecutado,804889533.27,42319519,804889533.27,42319518.94
2008-06-01,Bienes y servicios,ejecutado,2132448412.17,110768074,1327558878.9,68958826.54
2008-09-01,Bienes y servicios,ejecutado,3454225578.77,177251331,1321777166.6,67826132.56
2008-12-01,Bienes y servicios,ejecutado,4942533866.18,250531332,1488308287.4100003,75440627.9
2009-03-01,Bienes y servicios,ejecutado,958223128.08,47984786,958223128.08,47984786.39
2009-06-01,Bienes y servicios,ejecutado,2107030815.76,104244725,1148807687.6799998,56836919.95
2009-09-01,Bienes y servicios,ejecutado,3221577618.18,157448964,1114546802.4199998,54471522.85
2009-12-01,Bienes y servicios,ejecutado,4808167366.77,232118557,1586589748.5900006,76594031.5
2010-03-01,Bienes y servicios,ejecutado,893936824.93,42633844,893936824.93,42633844.01
2010-06-01,Bienes y servicios,ejecutado,2144671543.99,101054243,1250734719.06,58933057.22
2010-09-01,Bienes y servicios,ejecutado,3204268992.59,149145772,1059597448.6000001,49319978.86
2010-12-01,Bienes y servicios,ejecutado,4996137986.05,229707712,1791868993.46,82384859.54
2011-03-01,Bienes y servicios,ejecutado,1239577858.74,56303082,1239577858.74,56303082.42
2011-06-01,Bienes y servicios,ejecutado,2662557234.58,119482277,1422979375.84,63856210.61
2011-09-01,Bienes y servicios,ejecutado,4437594037.8,196716251,1775036803.2200003,78686464.36
2011-12-01,Bienes y servicios,ejecutado,6477586356.13,283638344,2039992318.33,89326488.35
2012-03-01,Bienes y servicios,ejecutado,1401860662.44,60639014,1401860662.44,60639014.31
2012-06-01,Bienes y servicios,ejecutado,3163999112.01,135212005,1762138449.5700002,75304153.09
2012-09-01,Bienes y servicios,ejecutado,4789349154.66,202189226,1625350042.6499996,68616477.14
2012-12-01,Bienes y servicios,ejecutado,7301954734.72,304504971,2512605580.0600004,104780283.81
2013-03-01,Bienes y servicios,ejecutado,1604716981.39,66111674,1604716981.39,66111673.92
2013-06-01,Bienes y servicios,ejecutado,3627384664.62,147645282,2022667683.2299998,82328555.87
2013-09-01,Bienes y servicios,ejecutado,5452531896.83,219236185,1825147232.21,73385781.96
2013-12-01,Bienes y servicios,ejecutado,7463116153.19,296410326,2010584256.3599997,79853766.39
2014-03-01,Bienes y servicios,ejecutado,1988263302.44,78012506,1988263302.44,78012505.82
2014-06-01,Bienes y servicios,ejecutado,4317818834.69,167379020,2329555532.2499995,90304558.37
2014-09-01,Bienes y servicios,ejecutado,6462926484.08,247487922,2145107649.3900003,82143628.73
2014-12-01,Bienes y servicios,ejecutado,8768997705.69,331691102,2306071221.6100006,87228133.79
2015-03-01,Bienes y servicios,ejecutado,2521958692.47,94240836,2521958692.47,94240835.79
2015-06-01,Bienes y servicios,ejecutado,4954868637.78,182927667,2432909945.31,89820048.18
2015-09-01,Bienes y servicios,ejecutado,6946729289.92,253347050,1991860652.1400003,72643109.97
2015-12-01,Bienes y servicios,ejecutado,10052230384.22,362123672,3105501094.299999,111873227.93
2016-03-01,Bienes y servicios,ejecutado,2846335290.07,101292243,2846335290.07,101292242.93
