date,concept,cat,type,cord,usd
2005-01-01,Alcaldía de Managua,capital,actualizado,0,0
2006-01-01,Alcaldía de Managua,capital,actualizado,0,0
2007-01-01,Alcaldía de Managua,capital,actualizado,28044775,1492660.04
2008-01-01,Alcaldía de Managua,capital,actualizado,60137000,3048275.06
2009-01-01,Alcaldía de Managua,capital,actualizado,23888550,1153241
2010-01-01,Alcaldía de Managua,capital,actualizado,25076394.48,1152938.77
2011-01-01,Alcaldía de Managua,capital,actualizado,123680000,5415657.69
2012-01-01,Alcaldía de Managua,capital,actualizado,138554111,5777961.81
2013-01-01,Alcaldía de Managua,capital,actualizado,156614699,6220218.6
2014-01-01,Alcaldía de Managua,capital,actualizado,24500000,926723.02
2015-01-01,Alcaldía de Managua,capital,actualizado,1133200720,40822662.3
2016-01-01,Alcaldía de Managua,capital,actualizado,140000000,4803149.37
2017-01-01,Alcaldía de Managua,capital,actualizado,420700000,13746384.04
2018-01-01,Alcaldía de Managua,capital,actualizado,310207941,9653381.49
2019-01-01,Alcaldía de Managua,capital,actualizado,321900000,9550586.02
2020-01-01,Alcaldía de Managua,capital,actualizado,753634000,21864495.2
2005-01-01,Alcaldía de Managua,corriente,actualizado,0,0
2006-01-01,Alcaldía de Managua,corriente,actualizado,0,0
2007-01-01,Alcaldía de Managua,corriente,actualizado,500000,26612.09
2008-01-01,Alcaldía de Managua,corriente,actualizado,0,0
2009-01-01,Alcaldía de Managua,corriente,actualizado,0,0
2010-01-01,Alcaldía de Managua,corriente,actualizado,0,0
2011-01-01,Alcaldía de Managua,corriente,actualizado,0,0
2012-01-01,Alcaldía de Managua,corriente,actualizado,0,0
2013-01-01,Alcaldía de Managua,corriente,actualizado,16991862,674860.64
2014-01-01,Alcaldía de Managua,corriente,actualizado,0,0
2015-01-01,Alcaldía de Managua,corriente,actualizado,0,0
2016-01-01,Alcaldía de Managua,corriente,actualizado,0,0
2017-01-01,Alcaldía de Managua,corriente,actualizado,0,0
2018-01-01,Alcaldía de Managua,corriente,actualizado,0,0
2019-01-01,Alcaldía de Managua,corriente,actualizado,0,0
2020-01-01,Alcaldía de Managua,corriente,actualizado,0,0
2005-01-01,Alcaldía de Managua,total,actualizado,0,0
2006-01-01,Alcaldía de Managua,total,actualizado,0,0
2007-01-01,Alcaldía de Managua,total,actualizado,28544775,1519272.13
2008-01-01,Alcaldía de Managua,total,actualizado,60137000,3048275.06
2009-01-01,Alcaldía de Managua,total,actualizado,23888550,1153241
2010-01-01,Alcaldía de Managua,total,actualizado,25076394.48,1152938.77
2011-01-01,Alcaldía de Managua,total,actualizado,123680000,5415657.69
2012-01-01,Alcaldía de Managua,total,actualizado,138554111,5777961.81
2013-01-01,Alcaldía de Managua,total,actualizado,173606561,6895079.24
2014-01-01,Alcaldía de Managua,total,actualizado,24500000,926723.02
2015-01-01,Alcaldía de Managua,total,actualizado,1133200720,40822662.3
2016-01-01,Alcaldía de Managua,total,actualizado,140000000,4803149.37
2017-01-01,Alcaldía de Managua,total,actualizado,420700000,13746384.04
2018-01-01,Alcaldía de Managua,total,actualizado,310207941,9653381.49
2019-01-01,Alcaldía de Managua,total,actualizado,321900000,9550586.02
2020-01-01,Alcaldía de Managua,total,actualizado,753634000,21864495.2
2005-01-01,Alcaldía de Managua,capital,ejecutado,0,0
2006-01-01,Alcaldía de Managua,capital,ejecutado,0,0
2007-01-01,Alcaldía de Managua,capital,ejecutado,28044775,1492660.04
2008-01-01,Alcaldía de Managua,capital,ejecutado,49916670.23,2530218.35
2009-01-01,Alcaldía de Managua,capital,ejecutado,0,0
2010-01-01,Alcaldía de Managua,capital,ejecutado,25076394.48,1152938.77
2011-01-01,Alcaldía de Managua,capital,ejecutado,123680000,5415657.69
2012-01-01,Alcaldía de Managua,capital,ejecutado,138554111,5777961.81
2013-01-01,Alcaldía de Managua,capital,ejecutado,156614699,6220218.6
2014-01-01,Alcaldía de Managua,capital,ejecutado,24500000,926723.02
2015-01-01,Alcaldía de Managua,capital,ejecutado,1133200720,40822662.3
2016-01-01,Alcaldía de Managua,capital,ejecutado,140000000,4803149.37
2017-01-01,Alcaldía de Managua,capital,ejecutado,420700000,13746384.04
2018-01-01,Alcaldía de Managua,capital,ejecutado,310207941,9653381.49
2019-01-01,Alcaldía de Managua,capital,ejecutado,321900000,9550586.02
2005-01-01,Alcaldía de Managua,corriente,ejecutado,0,0
2006-01-01,Alcaldía de Managua,corriente,ejecutado,0,0
2007-01-01,Alcaldía de Managua,corriente,ejecutado,500000,26612.09
2008-01-01,Alcaldía de Managua,corriente,ejecutado,0,0
2009-01-01,Alcaldía de Managua,corriente,ejecutado,0,0
2010-01-01,Alcaldía de Managua,corriente,ejecutado,0,0
2011-01-01,Alcaldía de Managua,corriente,ejecutado,0,0
2012-01-01,Alcaldía de Managua,corriente,ejecutado,0,0
2013-01-01,Alcaldía de Managua,corriente,ejecutado,16991862,674860.64
2014-01-01,Alcaldía de Managua,corriente,ejecutado,0,0
2015-01-01,Alcaldía de Managua,corriente,ejecutado,0,0
2016-01-01,Alcaldía de Managua,corriente,ejecutado,0,0
2017-01-01,Alcaldía de Managua,corriente,ejecutado,0,0
2018-01-01,Alcaldía de Managua,corriente,ejecutado,0,0
2019-01-01,Alcaldía de Managua,corriente,ejecutado,0,0
2005-01-01,Alcaldía de Managua,total,ejecutado,0,0
2006-01-01,Alcaldía de Managua,total,ejecutado,0,0
2007-01-01,Alcaldía de Managua,total,ejecutado,28544775,1519272.13
2008-01-01,Alcaldía de Managua,total,ejecutado,49916670.23,2530218.35
2009-01-01,Alcaldía de Managua,total,ejecutado,0,0
2010-01-01,Alcaldía de Managua,total,ejecutado,25076394.48,1152938.77
2011-01-01,Alcaldía de Managua,total,ejecutado,123680000,5415657.69
2012-01-01,Alcaldía de Managua,total,ejecutado,138554111,5777961.81
2013-01-01,Alcaldía de Managua,total,ejecutado,173606561,6895079.24
2014-01-01,Alcaldía de Managua,total,ejecutado,24500000,926723.02
2015-01-01,Alcaldía de Managua,total,ejecutado,1133200720,40822662.3
2016-01-01,Alcaldía de Managua,total,ejecutado,140000000,4803149.37
2017-01-01,Alcaldía de Managua,total,ejecutado,420700000,13746384.04
2018-01-01,Alcaldía de Managua,total,ejecutado,310207941,9653381.49
2019-01-01,Alcaldía de Managua,total,ejecutado,321900000,9550586.02
2005-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2006-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2007-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2008-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2009-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2010-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2011-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2012-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2013-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2014-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2015-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2016-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2017-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2018-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2019-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2020-01-01,Aporte Estatal - INSS,capital,actualizado,0,0
2005-01-01,Aporte Estatal - INSS,corriente,actualizado,0,0
2006-01-01,Aporte Estatal - INSS,corriente,actualizado,0,0
2007-01-01,Aporte Estatal - INSS,corriente,actualizado,0,0
2008-01-01,Aporte Estatal - INSS,corriente,actualizado,0,0
2009-01-01,Aporte Estatal - INSS,corriente,actualizado,0,0
2010-01-01,Aporte Estatal - INSS,corriente,actualizado,0,0
2011-01-01,Aporte Estatal - INSS,corriente,actualizado,0,0
2012-01-01,Aporte Estatal - INSS,corriente,actualizado,0,0
2013-01-01,Aporte Estatal - INSS,corriente,actualizado,0,0
2014-01-01,Aporte Estatal - INSS,corriente,actualizado,0,0
2015-01-01,Aporte Estatal - INSS,corriente,actualizado,0,0
2016-01-01,Aporte Estatal - INSS,corriente,actualizado,0,0
2017-01-01,Aporte Estatal - INSS,corriente,actualizado,0,0
2018-01-01,Aporte Estatal - INSS,corriente,actualizado,0,0
2019-01-01,Aporte Estatal - INSS,corriente,actualizado,1558740934,46246938
2020-01-01,Aporte Estatal - INSS,corriente,actualizado,1812618000,52587831
2005-01-01,Aporte Estatal - INSS,total,actualizado,0,0
2006-01-01,Aporte Estatal - INSS,total,actualizado,0,0
2007-01-01,Aporte Estatal - INSS,total,actualizado,0,0
2008-01-01,Aporte Estatal - INSS,total,actualizado,0,0
2009-01-01,Aporte Estatal - INSS,total,actualizado,0,0
2010-01-01,Aporte Estatal - INSS,total,actualizado,0,0
2011-01-01,Aporte Estatal - INSS,total,actualizado,0,0
2012-01-01,Aporte Estatal - INSS,total,actualizado,0,0
2013-01-01,Aporte Estatal - INSS,total,actualizado,0,0
2014-01-01,Aporte Estatal - INSS,total,actualizado,0,0
2015-01-01,Aporte Estatal - INSS,total,actualizado,0,0
2016-01-01,Aporte Estatal - INSS,total,actualizado,0,0
2017-01-01,Aporte Estatal - INSS,total,actualizado,0,0
2018-01-01,Aporte Estatal - INSS,total,actualizado,0,0
2019-01-01,Aporte Estatal - INSS,total,actualizado,1558740934,46246938
2020-01-01,Aporte Estatal - INSS,total,actualizado,1812618000,52587831
2005-01-01,Aporte Estatal - INSS,capital,ejecutado,0,0
2006-01-01,Aporte Estatal - INSS,capital,ejecutado,0,0
2007-01-01,Aporte Estatal - INSS,capital,ejecutado,0,0
2008-01-01,Aporte Estatal - INSS,capital,ejecutado,0,0
2009-01-01,Aporte Estatal - INSS,capital,ejecutado,0,0
2010-01-01,Aporte Estatal - INSS,capital,ejecutado,0,0
2011-01-01,Aporte Estatal - INSS,capital,ejecutado,0,0
2012-01-01,Aporte Estatal - INSS,capital,ejecutado,0,0
2013-01-01,Aporte Estatal - INSS,capital,ejecutado,0,0
2014-01-01,Aporte Estatal - INSS,capital,ejecutado,0,0
2015-01-01,Aporte Estatal - INSS,capital,ejecutado,0,0
2016-01-01,Aporte Estatal - INSS,capital,ejecutado,0,0
2017-01-01,Aporte Estatal - INSS,capital,ejecutado,0,0
2018-01-01,Aporte Estatal - INSS,capital,ejecutado,0,0
2019-01-01,Aporte Estatal - INSS,capital,ejecutado,0,0
2005-01-01,Aporte Estatal - INSS,corriente,ejecutado,0,0
2006-01-01,Aporte Estatal - INSS,corriente,ejecutado,0,0
2007-01-01,Aporte Estatal - INSS,corriente,ejecutado,0,0
2008-01-01,Aporte Estatal - INSS,corriente,ejecutado,0,0
2009-01-01,Aporte Estatal - INSS,corriente,ejecutado,0,0
2010-01-01,Aporte Estatal - INSS,corriente,ejecutado,0,0
2011-01-01,Aporte Estatal - INSS,corriente,ejecutado,0,0
2012-01-01,Aporte Estatal - INSS,corriente,ejecutado,0,0
2013-01-01,Aporte Estatal - INSS,corriente,ejecutado,0,0
2014-01-01,Aporte Estatal - INSS,corriente,ejecutado,0,0
2015-01-01,Aporte Estatal - INSS,corriente,ejecutado,0,0
2016-01-01,Aporte Estatal - INSS,corriente,ejecutado,0,0
2017-01-01,Aporte Estatal - INSS,corriente,ejecutado,0,0
2018-01-01,Aporte Estatal - INSS,corriente,ejecutado,0,0
2019-01-01,Aporte Estatal - INSS,corriente,ejecutado,1558740934,46246938
2005-01-01,Aporte Estatal - INSS,total,ejecutado,0,0
2006-01-01,Aporte Estatal - INSS,total,ejecutado,0,0
2007-01-01,Aporte Estatal - INSS,total,ejecutado,0,0
2008-01-01,Aporte Estatal - INSS,total,ejecutado,0,0
2009-01-01,Aporte Estatal - INSS,total,ejecutado,0,0
2010-01-01,Aporte Estatal - INSS,total,ejecutado,0,0
2011-01-01,Aporte Estatal - INSS,total,ejecutado,0,0
2012-01-01,Aporte Estatal - INSS,total,ejecutado,0,0
2013-01-01,Aporte Estatal - INSS,total,ejecutado,0,0
2014-01-01,Aporte Estatal - INSS,total,ejecutado,0,0
2015-01-01,Aporte Estatal - INSS,total,ejecutado,0,0
2016-01-01,Aporte Estatal - INSS,total,ejecutado,0,0
2017-01-01,Aporte Estatal - INSS,total,ejecutado,0,0
2018-01-01,Aporte Estatal - INSS,total,ejecutado,0,0
2019-01-01,Aporte Estatal - INSS,total,ejecutado,1558740934,46246938
2005-01-01,Asamblea Nacional,capital,actualizado,12607351.69,739795.05332
2006-01-01,Asamblea Nacional,capital,actualizado,11237726.67,628024.28804
2007-01-01,Asamblea Nacional,capital,actualizado,15652551.66,833094.16359
2008-01-01,Asamblea Nacional,capital,actualizado,26147014.85,1325361.97962
2009-01-01,Asamblea Nacional,capital,actualizado,20980310.5,1012843.15289
2010-01-01,Asamblea Nacional,capital,actualizado,7725884.19,355213.40349
2011-01-01,Asamblea Nacional,capital,actualizado,4388871.32,192178.40151
2012-01-01,Asamblea Nacional,capital,actualizado,16711580.11,696903.69259
2013-01-01,Asamblea Nacional,capital,actualizado,17849150.73,708909.31739
2014-01-01,Asamblea Nacional,capital,actualizado,23856866.21,902396.20448
2015-01-01,Asamblea Nacional,capital,actualizado,18000536.51,648455.1326
2016-01-01,Asamblea Nacional,capital,actualizado,17612112.25,604240.04239
2017-01-01,Asamblea Nacional,capital,actualizado,7193297.96,235041.20812
2018-01-01,Asamblea Nacional,capital,actualizado,6736381.9,209629.91508
2019-01-01,Asamblea Nacional,capital,actualizado,16226727.68,481437.5848
2020-01-01,Asamblea Nacional,capital,actualizado,5025235.14,145792.55925
2005-01-01,Asamblea Nacional,corriente,actualizado,284363119.84,16686329.89516
2006-01-01,Asamblea Nacional,corriente,actualizado,309244912.33,17282260.15806
2007-01-01,Asamblea Nacional,corriente,actualizado,331464631.34,17641931.85899
2008-01-01,Asamblea Nacional,corriente,actualizado,370862985.15,18798616.32335
2009-01-01,Asamblea Nacional,corriente,actualizado,384210587.5,18548107.89472
2010-01-01,Asamblea Nacional,corriente,actualizado,406725115.81,18700023.08074
2011-01-01,Asamblea Nacional,corriente,actualizado,437685278.68,19165213.80732
2012-01-01,Asamblea Nacional,corriente,actualizado,468465419.89,19535871.46308
2013-01-01,Asamblea Nacional,corriente,actualizado,494736881.27,19649314.97842
2014-01-01,Asamblea Nacional,corriente,actualizado,524475423.53000003,19838508.01573
2015-01-01,Asamblea Nacional,corriente,actualizado,570261215.49,20543210.58152
2016-01-01,Asamblea Nacional,corriente,actualizado,600505930.75,20602283.4683
2017-01-01,Asamblea Nacional,corriente,actualizado,638156202.04,20851771.40298
2018-01-01,Asamblea Nacional,corriente,actualizado,671726743.2,20903509.06859
2019-01-01,Asamblea Nacional,corriente,actualizado,663157441.32,19675496.08202
2020-01-01,Asamblea Nacional,corriente,actualizado,677266405.86,19648911.91244
2005-01-01,Asamblea Nacional,total,actualizado,296970471.53,17426124.94848
2006-01-01,Asamblea Nacional,total,actualizado,320482639,17910284.4461
2007-01-01,Asamblea Nacional,total,actualizado,347117183,18475026.02257
2008-01-01,Asamblea Nacional,total,actualizado,397010000,20123978.30297
2009-01-01,Asamblea Nacional,total,actualizado,405190898,19560951.04762
2010-01-01,Asamblea Nacional,total,actualizado,414451000,19055236.48423
2011-01-01,Asamblea Nacional,total,actualizado,442074150,19357392.20882
2012-01-01,Asamblea Nacional,total,actualizado,485177000,20232775.15567
2013-01-01,Asamblea Nacional,total,actualizado,512586032,20358224.29582
2014-01-01,Asamblea Nacional,total,actualizado,548332289.74,20740904.22021
2015-01-01,Asamblea Nacional,total,actualizado,588261752,21191665.71411
2016-01-01,Asamblea Nacional,total,actualizado,618118043,21206523.51069
2017-01-01,Asamblea Nacional,total,actualizado,645349500,21086812.6111
2018-01-01,Asamblea Nacional,total,actualizado,678463125.1,21113138.98367
2019-01-01,Asamblea Nacional,total,actualizado,679384169,20156933.66682
2020-01-01,Asamblea Nacional,total,actualizado,682291641,19794704.47169
2005-01-01,Asamblea Nacional,capital,ejecutado,12542092.07,735965.6413
2006-01-01,Asamblea Nacional,capital,ejecutado,11237726.67,628024.28804
2007-01-01,Asamblea Nacional,capital,ejecutado,15652551.66,833094.16359
2008-01-01,Asamblea Nacional,capital,ejecutado,26147014.85,1325361.97962
2009-01-01,Asamblea Nacional,capital,ejecutado,20980310.5,1012843.15289
2010-01-01,Asamblea Nacional,capital,ejecutado,7725753.39,355207.38969
2011-01-01,Asamblea Nacional,capital,ejecutado,4388871.32,192178.40151
2012-01-01,Asamblea Nacional,capital,ejecutado,16711580.11,696903.69259
2013-01-01,Asamblea Nacional,capital,ejecutado,13218648.57,525001.06455
2014-01-01,Asamblea Nacional,capital,ejecutado,17981860.68,680171.59858
2015-01-01,Asamblea Nacional,capital,ejecutado,14313813.17,515643.83161
2016-01-01,Asamblea Nacional,capital,ejecutado,17612112.25,604240.04239
2017-01-01,Asamblea Nacional,capital,ejecutado,4862337.21,158877.00169
2018-01-01,Asamblea Nacional,capital,ejecutado,6736381.9,209629.91508
2019-01-01,Asamblea Nacional,capital,ejecutado,16226727.68,481437.5848
2005-01-01,Asamblea Nacional,corriente,ejecutado,283102940.04,16612382.97869
2006-01-01,Asamblea Nacional,corriente,ejecutado,307696008.78,17195699.14107
2007-01-01,Asamblea Nacional,corriente,ejecutado,328959146.97,17508579.51804
2008-01-01,Asamblea Nacional,corriente,ejecutado,369448139.29,18726899.42103
2009-01-01,Asamblea Nacional,corriente,ejecutado,384210587.32,18548107.88603
2010-01-01,Asamblea Nacional,corriente,ejecutado,406282606.41,18679677.80165
2011-01-01,Asamblea Nacional,corriente,ejecutado,437684756.23,19165190.93045
2012-01-01,Asamblea Nacional,corriente,ejecutado,468465419.89,19535871.46308
2013-01-01,Asamblea Nacional,corriente,ejecutado,491814762.69,19533258.07918
2014-01-01,Asamblea Nacional,corriente,ejecutado,522925333.26,19779875.18592
2015-01-01,Asamblea Nacional,corriente,ejecutado,567133831.82,20430549.05105
2016-01-01,Asamblea Nacional,corriente,ejecutado,598107547.75,20519999.24112
2017-01-01,Asamblea Nacional,corriente,ejecutado,635359031.01,20760373.76286
2018-01-01,Asamblea Nacional,corriente,ejecutado,669943826.44,20848026.36369
2019-01-01,Asamblea Nacional,corriente,ejecutado,660697039.9,19602497.40104
2005-01-01,Asamblea Nacional,total,ejecutado,295645032.11,17348348.61999
2006-01-01,Asamblea Nacional,total,ejecutado,318933735.45,17823723.42911
2007-01-01,Asamblea Nacional,total,ejecutado,344611698.63,18341673.68163
2008-01-01,Asamblea Nacional,total,ejecutado,395595154.14,20052261.40065
2009-01-01,Asamblea Nacional,total,ejecutado,405190897.82,19560951.03893
2010-01-01,Asamblea Nacional,total,ejecutado,414008359.8,19034885.19135
2011-01-01,Asamblea Nacional,total,ejecutado,442073627.55,19357369.33196
2012-01-01,Asamblea Nacional,total,ejecutado,485177000,20232775.15567
2013-01-01,Asamblea Nacional,total,ejecutado,505033411.26,20058259.14373
2014-01-01,Asamblea Nacional,total,ejecutado,540907193.94,20460046.7845
2015-01-01,Asamblea Nacional,total,ejecutado,581447644.99,20946192.88267
2016-01-01,Asamblea Nacional,total,ejecutado,615719660,21124239.2835
2017-01-01,Asamblea Nacional,total,ejecutado,640221368.22,20919250.76455
2018-01-01,Asamblea Nacional,total,ejecutado,676680208.34,21057656.27878
2019-01-01,Asamblea Nacional,total,ejecutado,676923767.58,20083934.98584
2005-01-01,Asignaciones y subvenciones,capital,actualizado,3897021639.87,228675887
2006-01-01,Asignaciones y subvenciones,capital,actualizado,3659195337.86,204495412
2007-01-01,Asignaciones y subvenciones,capital,actualizado,3507660669.8,186692349
2008-01-01,Asignaciones y subvenciones,capital,actualizado,3551679935.29,180030553
2009-01-01,Asignaciones y subvenciones,capital,actualizado,3502070283.72,169065558
2010-01-01,Asignaciones y subvenciones,capital,actualizado,3794530438.31,174461335
2011-01-01,Asignaciones y subvenciones,capital,actualizado,4219304494.88,184753467
2012-01-01,Asignaciones y subvenciones,capital,actualizado,5077622089.96,211746200
2013-01-01,Asignaciones y subvenciones,capital,actualizado,5862856354.34,232853291
2014-01-01,Asignaciones y subvenciones,capital,actualizado,6682777149.78,252778914
2015-01-01,Asignaciones y subvenciones,capital,actualizado,8879348292.55,319871520
2016-01-01,Asignaciones y subvenciones,capital,actualizado,8425408128.7,289060670
2017-01-01,Asignaciones y subvenciones,capital,actualizado,9808443415.55,320491158
2018-01-01,Asignaciones y subvenciones,capital,actualizado,9566955160.78,297714712
2019-01-01,Asignaciones y subvenciones,capital,actualizado,5631336762.75,167078491
2020-01-01,Asignaciones y subvenciones,capital,actualizado,6240201963.5,181041282
2005-01-01,Asignaciones y subvenciones,corriente,actualizado,2199527147.38,129067495
2006-01-01,Asignaciones y subvenciones,corriente,actualizado,3009461160.89,168184790
2007-01-01,Asignaciones y subvenciones,corriente,actualizado,3813553038.7,202973218
2008-01-01,Asignaciones y subvenciones,corriente,actualizado,5004152418.37,253654706
2009-01-01,Asignaciones y subvenciones,corriente,actualizado,5512321165.84,266112208
2010-01-01,Asignaciones y subvenciones,corriente,actualizado,5897375526.43,271143960
2011-01-01,Asignaciones y subvenciones,corriente,actualizado,7010759657.39,306984754
2012-01-01,Asignaciones y subvenciones,corriente,actualizado,7713318725.169999,321659608
2013-01-01,Asignaciones y subvenciones,corriente,actualizado,8881085982.14,352727404
2014-01-01,Asignaciones y subvenciones,corriente,actualizado,9844124357.23,372358229
2015-01-01,Asignaciones y subvenciones,corriente,actualizado,11125690716.32,400794234
2016-01-01,Asignaciones y subvenciones,corriente,actualizado,12325363541.009998,422861158
2017-01-01,Asignaciones y subvenciones,corriente,actualizado,13299121581.82,434549162
2018-01-01,Asignaciones y subvenciones,corriente,actualizado,13652726748.839998,424860109
2019-01-01,Asignaciones y subvenciones,corriente,actualizado,15460495639.3,458703925
2020-01-01,Asignaciones y subvenciones,corriente,actualizado,15732219906.740002,456424533
2005-01-01,Asignaciones y subvenciones,total,actualizado,6096548787.25,357743382
2006-01-01,Asignaciones y subvenciones,total,actualizado,6668656498.75,372680202
2007-01-01,Asignaciones y subvenciones,total,actualizado,7321213708.5,389665567
2008-01-01,Asignaciones y subvenciones,total,actualizado,8555832353.66,433685259
2009-01-01,Asignaciones y subvenciones,total,actualizado,9014391449.56,435177766
2010-01-01,Asignaciones y subvenciones,total,actualizado,9691905964.74,445605295
2011-01-01,Asignaciones y subvenciones,total,actualizado,11230064152.27,491738222
2012-01-01,Asignaciones y subvenciones,total,actualizado,12790940815.13,533405808
2013-01-01,Asignaciones y subvenciones,total,actualizado,14743942336.48,585580695
2014-01-01,Asignaciones y subvenciones,total,actualizado,16526901507.01,625137143
2015-01-01,Asignaciones y subvenciones,total,actualizado,20005039008.87,720665754
2016-01-01,Asignaciones y subvenciones,total,actualizado,20750771669.71,711921828
2017-01-01,Asignaciones y subvenciones,total,actualizado,23107564997.37,755040320
2018-01-01,Asignaciones y subvenciones,total,actualizado,23219681909.62,722574821
2019-01-01,Asignaciones y subvenciones,total,actualizado,21091832402.05,625782416
2020-01-01,Asignaciones y subvenciones,total,actualizado,21972421870.24,637465816
2005-01-01,Asignaciones y subvenciones,capital,ejecutado,3487085412.23,204620971
2006-01-01,Asignaciones y subvenciones,capital,ejecutado,3215163865.66,179680558
2007-01-01,Asignaciones y subvenciones,capital,ejecutado,3103626349.97,165187955
2008-01-01,Asignaciones y subvenciones,capital,ejecutado,3293339454.62,166935573
2009-01-01,Asignaciones y subvenciones,capital,ejecutado,3059910172.65,147719886
2010-01-01,Asignaciones y subvenciones,capital,ejecutado,3459728804.69,159068142
2011-01-01,Asignaciones y subvenciones,capital,ejecutado,4050804937.27,177375266
2012-01-01,Asignaciones y subvenciones,capital,ejecutado,4933809605.25,205748954
2013-01-01,Asignaciones y subvenciones,capital,ejecutado,5619438838.24,223185552
2014-01-01,Asignaciones y subvenciones,capital,ejecutado,6390926717.12,241739546
2015-01-01,Asignaciones y subvenciones,capital,ejecutado,8805406934.06,317207841
2016-01-01,Asignaciones y subvenciones,capital,ejecutado,8228621425.82,282309270
2017-01-01,Asignaciones y subvenciones,capital,ejecutado,9419888908.26,307795128
2018-01-01,Asignaciones y subvenciones,capital,ejecutado,9353764424.77,291080415
2019-01-01,Asignaciones y subvenciones,capital,ejecutado,5427730543.37,161037612
2005-01-01,Asignaciones y subvenciones,corriente,ejecutado,2178808472.72,127851730
2006-01-01,Asignaciones y subvenciones,corriente,ejecutado,2955265918.81,165156070
2007-01-01,Asignaciones y subvenciones,corriente,ejecutado,3756087527.39,199914663
2008-01-01,Asignaciones y subvenciones,corriente,ejecutado,4695894834.5,238029485
2009-01-01,Asignaciones y subvenciones,corriente,ejecutado,5364545785.17,258978220
2010-01-01,Asignaciones y subvenciones,corriente,ejecutado,5732660627.14,263570854
2011-01-01,Asignaciones y subvenciones,corriente,ejecutado,6875928700.5,301080822
2012-01-01,Asignaciones y subvenciones,corriente,ejecutado,7497755216.75,312670212
2013-01-01,Asignaciones y subvenciones,corriente,ejecutado,8629133230.81,342720673
2014-01-01,Asignaciones y subvenciones,corriente,ejecutado,9626055101.44,364109666
2015-01-01,Asignaciones y subvenciones,corriente,ejecutado,10973760055.15,395321052
2016-01-01,Asignaciones y subvenciones,corriente,ejecutado,12133977597.83,416295049
2017-01-01,Asignaciones y subvenciones,corriente,ejecutado,13059636345.589998,426723976
2018-01-01,Asignaciones y subvenciones,corriente,ejecutado,13402109757.68,417061142
2019-01-01,Asignaciones y subvenciones,corriente,ejecutado,15179108708.65,450355338
2005-01-01,Asignaciones y subvenciones,total,ejecutado,5665893884.95,332472701
2006-01-01,Asignaciones y subvenciones,total,ejecutado,6170429784.47,344836628
2007-01-01,Asignaciones y subvenciones,total,ejecutado,6859713877.36,365102618
2008-01-01,Asignaciones y subvenciones,total,ejecutado,7989234289.21,404965058
2009-01-01,Asignaciones y subvenciones,total,ejecutado,8424455957.82,406698106
2010-01-01,Asignaciones y subvenciones,total,ejecutado,9192389431.83,422638996
2011-01-01,Asignaciones y subvenciones,total,ejecutado,10926733637.77,478456088
2012-01-01,Asignaciones y subvenciones,total,ejecutado,12431564822,518419166
2013-01-01,Asignaciones y subvenciones,total,ejecutado,14248572069.05,565906224
2014-01-01,Asignaciones y subvenciones,total,ejecutado,16016981818.56,605849212
2015-01-01,Asignaciones y subvenciones,total,ejecutado,19779166989.21,712528893
2016-01-01,Asignaciones y subvenciones,total,ejecutado,20362599023.65,698604320
2017-01-01,Asignaciones y subvenciones,total,ejecutado,22479525253.85,734519104
2018-01-01,Asignaciones y subvenciones,total,ejecutado,22755874182.45,708141558
2019-01-01,Asignaciones y subvenciones,total,ejecutado,20606839252.02,611392951
2005-01-01,Consejo Supremo Electoral,capital,actualizado,6192761.54,363389.1135
2006-01-01,Consejo Supremo Electoral,capital,actualizado,82006673.63,4582971.6573
2007-01-01,Consejo Supremo Electoral,capital,actualizado,93292602.32,4965421.8805
2008-01-01,Consejo Supremo Electoral,capital,actualizado,10748439.37,544825.9759
2009-01-01,Consejo Supremo Electoral,capital,actualizado,118110.9,5701.9088
2010-01-01,Consejo Supremo Electoral,capital,actualizado,269793.9,12404.329
2011-01-01,Consejo Supremo Electoral,capital,actualizado,1717888.47,75222.3148
2012-01-01,Consejo Supremo Electoral,capital,actualizado,0,0
2013-01-01,Consejo Supremo Electoral,capital,actualizado,0,0
2014-01-01,Consejo Supremo Electoral,capital,actualizado,0,0
2015-01-01,Consejo Supremo Electoral,capital,actualizado,0,0
2016-01-01,Consejo Supremo Electoral,capital,actualizado,16394027.41,562449.7321
2017-01-01,Consejo Supremo Electoral,capital,actualizado,0,0
2018-01-01,Consejo Supremo Electoral,capital,actualizado,75444080.77,2347749.3527
2019-01-01,Consejo Supremo Electoral,capital,actualizado,123998408,3678960.7396
