date,concept,cat,type,cord,usd
2014-01-01,Ministerio Agropecuario,total,actualizado,810914694,30673196.37
2015-01-01,Ministerio Agropecuario,total,actualizado,509708503.46,18361846.882
2016-01-01,Ministerio Agropecuario,total,actualizado,661522059,22695637.599
2017-01-01,Ministerio Agropecuario,total,actualizado,602285097,19679682.062
2018-01-01,Ministerio Agropecuario,total,actualizado,481601006.94,14986973.673
2019-01-01,Ministerio Agropecuario,total,actualizado,461978259,13706626.6
2020-01-01,Ministerio Agropecuario,total,actualizado,456812278,13253077.568
2005-01-01,Ministerio Agropecuario,capital,ejecutado,305437745.86,17922981.689
2006-01-01,Ministerio Agropecuario,capital,ejecutado,389567947.38,21771141.084
2007-01-01,Ministerio Agropecuario,capital,ejecutado,741776268.05,39480430.605
2008-01-01,Ministerio Agropecuario,capital,ejecutado,671548325.01,34040008.871
2009-01-01,Ministerio Agropecuario,capital,ejecutado,158076611.08,7631289.02
2010-01-01,Ministerio Agropecuario,capital,ejecutado,196720848.27,9044645.29
2011-01-01,Ministerio Agropecuario,capital,ejecutado,258015058.56,11297875.445
2012-01-01,Ministerio Agropecuario,capital,ejecutado,303608539.11,12661035.678
2013-01-01,Ministerio Agropecuario,capital,ejecutado,96640698.88,3838249.389
2014-01-01,Ministerio Agropecuario,capital,ejecutado,89445922.93,3383330.428
2015-01-01,Ministerio Agropecuario,capital,ejecutado,93548648.46,3370016.289
2016-01-01,Ministerio Agropecuario,capital,ejecutado,226111004.9,7757463.798
2017-01-01,Ministerio Agropecuario,capital,ejecutado,125690609.9,4106944.126
2018-01-01,Ministerio Agropecuario,capital,ejecutado,23732987.69,738548.418
2019-01-01,Ministerio Agropecuario,capital,ejecutado,12006726.03,356232.587
2005-01-01,Ministerio Agropecuario,corriente,ejecutado,143684209.01,8431339.878
2006-01-01,Ministerio Agropecuario,corriente,ejecutado,155446646.92,8687190.268
2007-01-01,Ministerio Agropecuario,corriente,ejecutado,217462772.83,11574276.883
2008-01-01,Ministerio Agropecuario,corriente,ejecutado,476959222.19,24176512.024
2009-01-01,Ministerio Agropecuario,corriente,ejecutado,626770398.38,30257898.539
2010-01-01,Ministerio Agropecuario,corriente,ejecutado,596184088.86,27410788.733
2011-01-01,Ministerio Agropecuario,corriente,ejecutado,687351424.95,30097509.927
2012-01-01,Ministerio Agropecuario,corriente,ejecutado,675942047,28188029.225
2013-01-01,Ministerio Agropecuario,corriente,ejecutado,603040541.24,23950778.663
2014-01-01,Ministerio Agropecuario,corriente,ejecutado,628702523.87,23780942.824
2015-01-01,Ministerio Agropecuario,corriente,ejecutado,393495503.81,14175365.215
2016-01-01,Ministerio Agropecuario,corriente,ejecutado,398424634.19,13669235.946
2017-01-01,Ministerio Agropecuario,corriente,ejecutado,453292832.68000007,14811355.739
2018-01-01,Ministerio Agropecuario,corriente,ejecutado,446929421.67,13908026.312
2019-01-01,Ministerio Agropecuario,corriente,ejecutado,433073355.52,12849034.903
2005-01-01,Ministerio Agropecuario,total,ejecutado,449121954.87,26354321.567
2006-01-01,Ministerio Agropecuario,total,ejecutado,545014594.3,30458331.352
2007-01-01,Ministerio Agropecuario,total,ejecutado,959239040.88,51054707.488
2008-01-01,Ministerio Agropecuario,total,ejecutado,1148507547.2,58216520.895
2009-01-01,Ministerio Agropecuario,total,ejecutado,784847009.46,37889187.56
2010-01-01,Ministerio Agropecuario,total,ejecutado,792904937.13,36455434.024
2011-01-01,Ministerio Agropecuario,total,ejecutado,945366483.51,41395385.372
2012-01-01,Ministerio Agropecuario,total,ejecutado,979550586.11,40849064.903
2013-01-01,Ministerio Agropecuario,total,ejecutado,699681240.12,27789028.051
2014-01-01,Ministerio Agropecuario,total,ejecutado,718148446.8,27164273.251
2015-01-01,Ministerio Agropecuario,total,ejecutado,487044152.27,17545381.504
2016-01-01,Ministerio Agropecuario,total,ejecutado,624535639.09,21426699.744
2017-01-01,Ministerio Agropecuario,total,ejecutado,578983442.58,18918299.865
2018-01-01,Ministerio Agropecuario,total,ejecutado,470662409.36,14646574.73
2019-01-01,Ministerio Agropecuario,total,ejecutado,445080081.55,13205267.49
2005-01-01,Ministerio de Defensa,capital,actualizado,41035196.85,2407931.2125
2006-01-01,Ministerio de Defensa,capital,actualizado,39824359,2225598.2408
2007-01-01,Ministerio de Defensa,capital,actualizado,33142288,1763970.9678
2008-01-01,Ministerio de Defensa,capital,actualizado,22699622,1150617.6182
2009-01-01,Ministerio de Defensa,capital,actualizado,20103000,970490.2081
2010-01-01,Ministerio de Defensa,capital,actualizado,20000000,919541.103
2011-01-01,Ministerio de Defensa,capital,actualizado,181850343,7962800.8395
2012-01-01,Ministerio de Defensa,capital,actualizado,422937348.8,17637266.9834
2013-01-01,Ministerio de Defensa,capital,actualizado,552372931,21938428.5217
2014-01-01,Ministerio de Defensa,capital,actualizado,543275728.79,20549637.6318
2015-01-01,Ministerio de Defensa,capital,actualizado,847607861.3,30534404.782
2016-01-01,Ministerio de Defensa,capital,actualizado,299853739,10287444.9919
2017-01-01,Ministerio de Defensa,capital,actualizado,170145000,5559492.5412
2018-01-01,Ministerio de Defensa,capital,actualizado,173291294,5392663.2702
2019-01-01,Ministerio de Defensa,capital,actualizado,68184920,2023006.9705
2020-01-01,Ministerio de Defensa,capital,actualizado,67981000,1972270.6887
2005-01-01,Ministerio de Defensa,corriente,actualizado,533434352.3299999,31301744.0004
2006-01-01,Ministerio de Defensa,corriente,actualizado,623330764.39,34835057.9272
2007-01-01,Ministerio de Defensa,corriente,actualizado,698405870.18,37172076.9176
2008-01-01,Ministerio de Defensa,corriente,actualizado,806314758.98,40871163.7366
2009-01-01,Ministerio de Defensa,corriente,actualizado,831087200,40121473.8923
2010-01-01,Ministerio de Defensa,corriente,actualizado,928139871,42673138.0365
2011-01-01,Ministerio de Defensa,corriente,actualizado,1133143783,49617713.7625
2012-01-01,Ministerio de Defensa,corriente,actualizado,1231477278.6200001,51354872.3201
2013-01-01,Ministerio de Defensa,corriente,actualizado,1368716595.5,54360902.7735
2014-01-01,Ministerio de Defensa,corriente,actualizado,1594219435,60302034.416
2015-01-01,Ministerio de Defensa,corriente,actualizado,1864631851.0000002,67171891.9885
2016-01-01,Ministerio de Defensa,corriente,actualizado,2136577440,73302147.101
2017-01-01,Ministerio de Defensa,corriente,actualizado,2427548994,79320229.9541
2018-01-01,Ministerio de Defensa,corriente,actualizado,2548090100,79294184.8038
2019-01-01,Ministerio de Defensa,corriente,actualizado,2630549727,78046882.4177
2020-01-01,Ministerio de Defensa,corriente,actualizado,2617694605,75944783.7103
2005-01-01,Ministerio de Defensa,total,actualizado,574469549.18,33709675.2129
2006-01-01,Ministerio de Defensa,total,actualizado,663155123.39,37060656.168
2007-01-01,Ministerio de Defensa,total,actualizado,731548158.18,38936047.8854
2008-01-01,Ministerio de Defensa,total,actualizado,829014380.98,42021781.3549
2009-01-01,Ministerio de Defensa,total,actualizado,851190200,41091964.1004
2010-01-01,Ministerio de Defensa,total,actualizado,948139871,43592679.1395
2011-01-01,Ministerio de Defensa,total,actualizado,1314994126,57580514.6021
2012-01-01,Ministerio de Defensa,total,actualizado,1654414627.42,68992139.3035
2013-01-01,Ministerio de Defensa,total,actualizado,1921089526.5,76299331.2951
2014-01-01,Ministerio de Defensa,total,actualizado,2137495163.79,80851672.0479
2015-01-01,Ministerio de Defensa,total,actualizado,2712239712.3,97706296.7704
2016-01-01,Ministerio de Defensa,total,actualizado,2436431179,83589592.0929
2017-01-01,Ministerio de Defensa,total,actualizado,2597693994,84879722.4953
2018-01-01,Ministerio de Defensa,total,actualizado,2721381394,84686848.0739
2019-01-01,Ministerio de Defensa,total,actualizado,2698734647,80069889.3882
2020-01-01,Ministerio de Defensa,total,actualizado,2685675605,77917054.399
2005-01-01,Ministerio de Defensa,capital,ejecutado,37699638.79,2212201.8148
2006-01-01,Ministerio de Defensa,capital,ejecutado,35715970.82,1995999.5295
2007-01-01,Ministerio de Defensa,capital,ejecutado,31665765.5,1685384.2745
2008-01-01,Ministerio de Defensa,capital,ejecutado,22041098.89,1117237.8425
2009-01-01,Ministerio de Defensa,capital,ejecutado,20090589.51,969891.0806
2010-01-01,Ministerio de Defensa,capital,ejecutado,20000000,919541.103
2011-01-01,Ministerio de Defensa,capital,ejecutado,21849124.91,956722.0348
2012-01-01,Ministerio de Defensa,capital,ejecutado,422928443.63,17636895.6214
2013-01-01,Ministerio de Defensa,capital,ejecutado,474558273.02,18847887.3017
2014-01-01,Ministerio de Defensa,capital,ejecutado,523184393.99,19789674.2692
2015-01-01,Ministerio de Defensa,capital,ejecutado,841223556.47,30304415.2351
2016-01-01,Ministerio de Defensa,capital,ejecutado,299845083.87,10287148.0499
2017-01-01,Ministerio de Defensa,capital,ejecutado,170145000,5559492.5412
2018-01-01,Ministerio de Defensa,capital,ejecutado,173291294,5392663.2702
2019-01-01,Ministerio de Defensa,capital,ejecutado,68184920,2023006.9705
2005-01-01,Ministerio de Defensa,corriente,ejecutado,532829830.81,31266270.8859
2006-01-01,Ministerio de Defensa,corriente,ejecutado,619418975.87,34616446.2567
2007-01-01,Ministerio de Defensa,corriente,ejecutado,696529202.77,37072192.8412
2008-01-01,Ministerio de Defensa,corriente,ejecutado,804350609.95,40771603.2911
2009-01-01,Ministerio de Defensa,corriente,ejecutado,828495435.23,39996354.1425
2010-01-01,Ministerio de Defensa,corriente,ejecutado,925576912.63,42555300.7581
2011-01-01,Ministerio de Defensa,corriente,ejecutado,1132049961,49569817.8576
2012-01-01,Ministerio de Defensa,corriente,ejecutado,1228490415.13,51230314.6073
2013-01-01,Ministerio de Defensa,corriente,ejecutado,1368082169.3,54335705.4601
2014-01-01,Ministerio de Defensa,corriente,ejecutado,1589660283.16,60129582.5408
2015-01-01,Ministerio de Defensa,corriente,ejecutado,1855417890.86,66839966.3405
2016-01-01,Ministerio de Defensa,corriente,ejecutado,2133310290.02,73190057.034
2017-01-01,Ministerio de Defensa,corriente,ejecutado,2425334957.01,79247886.2347
2018-01-01,Ministerio de Defensa,corriente,ejecutado,2517147740.81,78331287.4761
2019-01-01,Ministerio de Defensa,corriente,ejecutado,2628877326.96,77997263.28
2005-01-01,Ministerio de Defensa,total,ejecutado,570529469.6,33478472.7007
2006-01-01,Ministerio de Defensa,total,ejecutado,655134946.69,36612445.7862
2007-01-01,Ministerio de Defensa,total,ejecutado,728194968.27,38757577.1157
2008-01-01,Ministerio de Defensa,total,ejecutado,826391708.84,41888841.1336
2009-01-01,Ministerio de Defensa,total,ejecutado,848586024.74,40966245.2231
2010-01-01,Ministerio de Defensa,total,ejecutado,945576912.63,43474841.8611
2011-01-01,Ministerio de Defensa,total,ejecutado,1153899085.91,50526539.8924
2012-01-01,Ministerio de Defensa,total,ejecutado,1651418858.76,68867210.2287
2013-01-01,Ministerio de Defensa,total,ejecutado,1842640442.32,73183592.7618
2014-01-01,Ministerio de Defensa,total,ejecutado,2112844677.15,79919256.81
2015-01-01,Ministerio de Defensa,total,ejecutado,2696641447.33,97144381.5756
2016-01-01,Ministerio de Defensa,total,ejecutado,2433155373.89,83477205.0839
2017-01-01,Ministerio de Defensa,total,ejecutado,2595479957.01,84807378.7759
2018-01-01,Ministerio de Defensa,total,ejecutado,2690439034.81,83723950.7463
2019-01-01,Ministerio de Defensa,total,ejecutado,2697062246.96,80020270.2505
2005-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,0,0
2006-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,0,0
2007-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,0,0
2008-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,0,0
2009-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,0,0
2010-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,0,0
2011-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,0,0
2012-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,166133137.9,6928058
2013-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,469149570.97,18633072
2014-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,424147851,16043575
2015-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,510963239.87,18407048
2016-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,881047921,30227177
2017-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,1006714780.38,32894433
2018-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,798975599,24863375
2019-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,491628583.79,14586335
2020-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,actualizado,683865532.21,19840366
2005-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,0,0
2006-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,0,0
2007-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,0,0
2008-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,0,0
2009-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,0,0
2010-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,0,0
2011-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,0,0
2012-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,138136444.35,5760544
2013-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,386994406.03,15370140
2014-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,420695827,15913000
2015-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,512708852,18469932
2016-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,575697923,19751165
2017-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,622173417.84,20329533
2018-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,656229128,20421238
2019-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,783885367,23257424
2020-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,actualizado,583456345.9300001,16927286
2005-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,0,0
2006-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,0,0
2007-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,0,0
2008-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,0,0
2009-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,0,0
2010-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,0,0
2011-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,0,0
2012-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,304269582.25,12688602
2013-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,856143977,34003211
2014-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,844843678,31956575
2015-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,1023672091.87,36876980
2016-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,1456745844,49978342
2017-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,1628888198.22,53223967
2018-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,1455204727,45284612
2019-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,1275513950.79,37843758
2020-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,actualizado,1267321878.14,36767653
2005-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,ejecutado,0,0
2006-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,ejecutado,0,0
2007-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,ejecutado,0,0
2008-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,ejecutado,0,0
2009-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,ejecutado,0,0
2010-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,ejecutado,0,0
2011-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,ejecutado,0,0
2012-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,ejecutado,85322667.72,3558113
2013-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,ejecutado,429899367.49,17074183
2014-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,ejecutado,379750905.87,14364241
2015-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,ejecutado,464970560.1,16750198
2016-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,ejecutado,849652363.67,29150052
2017-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,ejecutado,983885539.04,32148487
2018-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,ejecutado,707625859.13,22020656
2019-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",capital,ejecutado,466793889.68,13849504
2005-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,ejecutado,0,0
2006-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,ejecutado,0,0
2007-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,ejecutado,0,0
2008-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,ejecutado,0,0
2009-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,ejecutado,0,0
2010-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,ejecutado,0,0
2011-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,ejecutado,0,0
2012-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,ejecutado,93746817.86,3909415
2013-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,ejecutado,305618843.61,12138171
2014-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,ejecutado,392242524.44,14836742
2015-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,ejecutado,446087451.27,16069949
2016-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,ejecutado,538624455.59,18479241
2017-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,ejecutado,615484306.06,20110967
2018-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,ejecutado,635832245.63,19786506
2019-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",corriente,ejecutado,748516303.88,22208044
2005-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,ejecutado,0,0
2006-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,ejecutado,0,0
2007-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,ejecutado,0,0
2008-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,ejecutado,0,0
2009-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,ejecutado,0,0
2010-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,ejecutado,0,0
2011-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,ejecutado,0,0
2012-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,ejecutado,179069485.58,7467528
2013-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,ejecutado,735518211.1,29212354
2014-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,ejecutado,771993430.31,29200983
2015-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,ejecutado,911058011.37,32820146
2016-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,ejecutado,1388276819.26,47629292
2017-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,ejecutado,1599369845.1,52259454
2018-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,ejecutado,1343458104.76,41807162
2019-01-01,"Ministerio de Economía Familiar, Comunitaria, Cooperativa y Asociativa",total,ejecutado,1215310193.56,36057548
2005-01-01,Ministerio de Educación,capital,actualizado,867232798.32,50888921.8
2006-01-01,Ministerio de Educación,capital,actualizado,750705651.45,41953448.1
2007-01-01,Ministerio de Educación,capital,actualizado,651593480.91,34680526.1
2008-01-01,Ministerio de Educación,capital,actualizado,425233604,21554600.2
2009-01-01,Ministerio de Educación,capital,actualizado,520075574,25107111
2010-01-01,Ministerio de Educación,capital,actualizado,329511938.9,15149988.6
2011-01-01,Ministerio de Educación,capital,actualizado,221569040.45,9701989.6
2012-01-01,Ministerio de Educación,capital,actualizado,324192338.16,13519418
2013-01-01,Ministerio de Educación,capital,actualizado,522151634.22,20738138.4
2014-01-01,Ministerio de Educación,capital,actualizado,789853240.01,29876537.8
2015-01-01,Ministerio de Educación,capital,actualizado,709454900,25557553.3
2016-01-01,Ministerio de Educación,capital,actualizado,1224720440.5,42017965.8
2017-01-01,Ministerio de Educación,capital,actualizado,1174252179.7,38368722.2
2018-01-01,Ministerio de Educación,capital,actualizado,784740885.03,24420403.6
2019-01-01,Ministerio de Educación,capital,actualizado,1025897807.07,30437792
2020-01-01,Ministerio de Educación,capital,actualizado,1131207589.76,32818693
2005-01-01,Ministerio de Educación,corriente,actualizado,1796849525.1699996,105438511
2006-01-01,Ministerio de Educación,corriente,actualizado,2409174955.91,134637585.6
2007-01-01,Ministerio de Educación,corriente,actualizado,3214314913,171079262.5
2008-01-01,Ministerio de Educación,corriente,actualizado,4257984364.2799997,215832308.9
2009-01-01,Ministerio de Educación,corriente,actualizado,4744702305.69,229054724.6
2010-01-01,Ministerio de Educación,corriente,actualizado,4867351104,223786470.1
2011-01-01,Ministerio de Educación,corriente,actualizado,5624066375.570001,246264701.6
2012-01-01,Ministerio de Educación,corriente,actualizado,6249295770.8,260607152.1
2013-01-01,Ministerio de Educación,corriente,actualizado,6888330959.7699995,273581755.9
2014-01-01,Ministerio de Educación,corriente,actualizado,8234938433,311490080.9
2015-01-01,Ministerio de Educación,corriente,actualizado,9498269632.25,342167673.2
2016-01-01,Ministerio de Educación,corriente,actualizado,10860739473.15,372612528.6
2017-01-01,Ministerio de Educación,corriente,actualizado,11822226211.539999,386291565.7
2018-01-01,Ministerio de Educación,corriente,actualizado,12625955509.939999,392907946.8
2019-01-01,Ministerio de Educación,corriente,actualizado,13201856426.54,391691411.7
2020-01-01,Ministerio de Educación,corriente,actualizado,13664620165.56,396439149.5
2005-01-01,Ministerio de Educación,total,actualizado,2664082323.49,156327432.8
2006-01-01,Ministerio de Educación,total,actualizado,3159880607.36,176591033.7
2007-01-01,Ministerio de Educación,total,actualizado,3865908393.91,205759788.6
2008-01-01,Ministerio de Educación,total,actualizado,4683217968.28,237386909.1
2009-01-01,Ministerio de Educación,total,actualizado,5264777879.69,254161835.5
2010-01-01,Ministerio de Educación,total,actualizado,5196863042.9,238936458.7
2011-01-01,Ministerio de Educación,total,actualizado,5845635416.02,255966691.2
2012-01-01,Ministerio de Educación,total,actualizado,6573488108.96,274126570.1
2013-01-01,Ministerio de Educación,total,actualizado,7410482593.99,294319894.4
2014-01-01,Ministerio de Educación,total,actualizado,9024791673.01,341366618.7
2015-01-01,Ministerio de Educación,total,actualizado,10207724532.25,367725226.5
2016-01-01,Ministerio de Educación,total,actualizado,12085459913.65,414630494.4
2017-01-01,Ministerio de Educación,total,actualizado,12996478391.24,424660287.9
2018-01-01,Ministerio de Educación,total,actualizado,13410696394.97,417328350.5
2019-01-01,Ministerio de Educación,total,actualizado,14227754233.61,422129203.8
2020-01-01,Ministerio de Educación,total,actualizado,14795827755.32,429257842.6
2005-01-01,Ministerio de Educación,capital,ejecutado,796119193.47,46716000
2006-01-01,Ministerio de Educación,capital,ejecutado,626964124.1,35038109.5
2007-01-01,Ministerio de Educación,capital,ejecutado,534639293.16,28455735.8
2008-01-01,Ministerio de Educación,capital,ejecutado,423094816.14,21446187.5
2009-01-01,Ministerio de Educación,capital,ejecutado,483568204.94,23344685.3
2010-01-01,Ministerio de Educación,capital,ejecutado,318647775,14650486.3
2011-01-01,Ministerio de Educación,capital,ejecutado,175549141.31,7686886
2012-01-01,Ministerio de Educación,capital,ejecutado,218381299.25,9106902.7
2013-01-01,Ministerio de Educación,capital,ejecutado,352921232.72,14016865.8
2014-01-01,Ministerio de Educación,capital,ejecutado,531179916.55,20092108.3
2015-01-01,Ministerio de Educación,capital,ejecutado,576002057.94,20750019.9
2016-01-01,Ministerio de Educación,capital,ejecutado,896563800.68,30759499
2017-01-01,Ministerio de Educación,capital,ejecutado,1053539912.43,34424445.5
2018-01-01,Ministerio de Educación,capital,ejecutado,582961779.25,18141226.3
2019-01-01,Ministerio de Educación,capital,ejecutado,935692189.2,27761443.7
2005-01-01,Ministerio de Educación,corriente,ejecutado,1787452866.42,104887118.3
2006-01-01,Ministerio de Educación,corriente,ejecutado,2334329792.62,130454837.5
2007-01-01,Ministerio de Educación,corriente,ejecutado,3018884163,160677621.9
2008-01-01,Ministerio de Educación,corriente,ejecutado,4096378327.01,207640685.6
2009-01-01,Ministerio de Educación,corriente,ejecutado,4496768811.21,217085514.6
2010-01-01,Ministerio de Educación,corriente,ejecutado,4624319402.78,212612588.2
2011-01-01,Ministerio de Educación,corriente,ejecutado,5281707659.51,231273614.8
2012-01-01,Ministerio de Educación,corriente,ejecutado,5827215841.91,243005641.1
2013-01-01,Ministerio de Educación,corriente,ejecutado,6621378704.91,262979294
2014-01-01,Ministerio de Educación,corriente,ejecutado,8087161580.73,305900358
2015-01-01,Ministerio de Educación,corriente,ejecutado,9273246327.99,334061386.1
2016-01-01,Ministerio de Educación,corriente,ejecutado,10775292856.22,369681008.1
2017-01-01,Ministerio de Educación,corriente,ejecutado,11688709046.93,381928888.7
2018-01-01,Ministerio de Educación,corriente,ejecutado,12339226365.46,383985203.6
