date,concept,type,cord,usd
2005-01-01,Transferencias y donaciones corrientes otorgadas,ejecutado,3780329714.7,221828445
2006-01-01,Transferencias y donaciones corrientes otorgadas,ejecutado,5093436634.63,284648489
2007-01-01,Transferencias y donaciones corrientes otorgadas,ejecutado,4779290361.81,254373791
2008-01-01,Transferencias y donaciones corrientes otorgadas,ejecutado,5485068075.76,278031765
2009-01-01,Transferencias y donaciones corrientes otorgadas,ejecutado,6472147542.7,312448680
2010-01-01,Transferencias y donaciones corrientes otorgadas,ejecutado,6828281420.09,313944271
2011-01-01,Transferencias y donaciones corrientes otorgadas,ejecutado,8009505181.84,350717483
2012-01-01,Transferencias y donaciones corrientes otorgadas,ejecutado,9240259305.15,385335844
2013-01-01,Transferencias y donaciones corrientes otorgadas,ejecutado,10033829966.87,398510588
2014-01-01,Transferencias y donaciones corrientes otorgadas,ejecutado,11475556376.76,434067846
2015-01-01,Transferencias y donaciones corrientes otorgadas,ejecutado,12900281935.38,464722484
2016-01-01,Transferencias y donaciones corrientes otorgadas,ejecutado,14117549210.29,484347840
2017-01-01,Transferencias y donaciones corrientes otorgadas,ejecutado,15853160545.29,518002456
2018-01-01,Transferencias y donaciones corrientes otorgadas,ejecutado,15279263803.3,475476424
2019-01-01,Transferencias y donaciones corrientes otorgadas,ejecutado,17386339858.71,515842605
2005-01-01,Transferencias y donaciones de capital otorgadas,actualizado,3698528031.26,217028351
2006-01-01,Transferencias y donaciones de capital otorgadas,actualizado,4038534437.85,225694911
2007-01-01,Transferencias y donaciones de capital otorgadas,actualizado,4199600280.5,223520264
2008-01-01,Transferencias y donaciones de capital otorgadas,actualizado,4298124486.52,217866965
2009-01-01,Transferencias y donaciones de capital otorgadas,actualizado,3911326210.62,188822752
2010-01-01,Transferencias y donaciones de capital otorgadas,actualizado,4291022079.31,197288559
2011-01-01,Transferencias y donaciones de capital otorgadas,actualizado,4658595924.42,203989011
2012-01-01,Transferencias y donaciones de capital otorgadas,actualizado,5702307741.3,237796743
2013-01-01,Transferencias y donaciones de capital otorgadas,actualizado,6460997433.83,256609480
2014-01-01,Transferencias y donaciones de capital otorgadas,actualizado,7225671448.04,273314124
2015-01-01,Transferencias y donaciones de capital otorgadas,actualizado,9408879156.66,338947452
2016-01-01,Transferencias y donaciones de capital otorgadas,actualizado,9555447479.07,327830297
2017-01-01,Transferencias y donaciones de capital otorgadas,actualizado,10802534069.39,352973097
2018-01-01,Transferencias y donaciones de capital otorgadas,actualizado,10058016514.97,312996083
2019-01-01,Transferencias y donaciones de capital otorgadas,actualizado,5983362836.25,177522900
2020-01-01,Transferencias y donaciones de capital otorgadas,actualizado,6674527435.36,193641971
2005-01-01,Transferencias y donaciones de capital otorgadas,ejecutado,3314892338.94,194516740
2006-01-01,Transferencias y donaciones de capital otorgadas,ejecutado,3559141657.97,198903877
2007-01-01,Transferencias y donaciones de capital otorgadas,ejecutado,3736533279.25,198873905
2008-01-01,Transferencias y donaciones de capital otorgadas,ejecutado,3969962739.21,201232825
2009-01-01,Transferencias y donaciones de capital otorgadas,ejecutado,3346303657.55,161545786
2010-01-01,Transferencias y donaciones de capital otorgadas,ejecutado,3849377424.44,176983038
2011-01-01,Transferencias y donaciones de capital otorgadas,ejecutado,4401124904.78,192714957
2012-01-01,Transferencias y donaciones de capital otorgadas,ejecutado,5433163143.72,226572917
2013-01-01,Transferencias y donaciones de capital otorgadas,ejecutado,6105429868.59,242487510
2014-01-01,Transferencias y donaciones de capital otorgadas,ejecutado,6840026405.7,258726935
2015-01-01,Transferencias y donaciones de capital otorgadas,ejecutado,9293453105.91,334789319
2016-01-01,Transferencias y donaciones de capital otorgadas,ejecutado,9318028879.66,319684890
2017-01-01,Transferencias y donaciones de capital otorgadas,ejecutado,10384278773.15,339306594
2018-01-01,Transferencias y donaciones de capital otorgadas,ejecutado,9851715347.66,306576183
2019-01-01,Transferencias y donaciones de capital otorgadas,ejecutado,5770617317.43,171210864
